unique_name	taxid	S_Normal_25_008M	S_Normal_25_068M	S_Normal_25_102M	S_Normal_50_008M	S_Normal_50_068M	S_Normal_50_102M	S_Normal_100_008M	S_Normal_100_068M	S_Normal_100_102M	S_Normal_150_008M	S_Normal_150_068M	S_Normal_150_102M	S_Normal_200_008M	S_Normal_200_068M	S_Normal_200_102M	S_Normal_400_008M	S_Normal_400_068M	S_Normal_400_102M	S_Normal_25_17M	S_Normal_25_34M	S_Normal_50_17M	S_Normal_50_34M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_400_17M	S_Normal_400_34M
Francisella persica	954	0	0	0	0	0	0	0	0.0073	0	0	0	0	0	0	0	0	0	0.0054	0	0	0	0.0135	0	0	0	0	0.0011	0.0094	0.0005	0.001
Porphyromonas asaccharolytica	28123	0	0	0	0	0.0038	0	0	0	0	0.0063	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0.0018	0
Haematobacter massiliensis	195105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091	0	0.0004	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium cellulolyticum	1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0.0006	0.0037	0	0	0	0	0	0.0059	0	0.0023	0	0	0	0
Chryseobacterium balustinum	246	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0.0023	0.0036	0	0	0	0	0	0	0	0.006	0.0018	0	0	0	0
Segniliparus rotundus	286802	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0.0005	0	0	0.0106	0	0	0	0.0219	0	0	0	0.0007	0
Veillonella parvula	29466	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0.0002	0.0069	0.0008	0	0	0	0	0	0	0	0	0	0.0018	0.0009	0.0005
Corynebacterium deserti	1408191	0	0	0	0	0	0	0	0.0115	0	0.0019	0	0	0	0	0	0	0.0005	0.0011	0	0	0	0	0	0	0	0	0	0	0.0048	0
Melissococcus plutonius	33970	0	0	0	0	0	0	0	0	0	0	0	0	0.0064	0.0008	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0071	0.0003
Campylobacter iguaniorum	1244531	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0.0008	0.0002
Hirschia baltica	2724	0	0	0	0	0	0	0	0	0	0.0022	0	0	0.0015	0	0	0.0005	0	0.0074	0	0	0	0.0055	0.0062	0	0	0	0	0	0	0.0012
Weissella viridescens	1629	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0.0005	0	0	0.0023	0	0	0	0	0.0149	0	0	0	0	0	0	0.0011	0
Cytophaga hutchinsonii	985	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.0029	0.0022	0.0053	0	0	0	0	0	0	0.0099	0	0	0.0039	0	0.0015	0.0019
Corynebacterium jeikeium	38289	0	0	0	0.0023	0	0	0	0	0	0	0	0.0039	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0.0004	0	0	0	0
Woeseia oceani	1548547	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0.005	0.0008	0	0	0	0	0	0	0	0.0053	0	0.0013	0	0.0082	0
Mycoplasma putrefaciens	2123	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0.0002	0	0.0002	0.0238	0	0	0	0	0	0.0037	0.0004	0	0.0009	0.0009	0.0001
Borreliella afzelii	29518	0	0	0	0	0.0122	0	0	0	0	0	0.0005	0.0008	0	0	0	0.0002	0.0001	0	0	0	0	0.0006	0	0	0	0	0	0.0003	0	0.0001
Corynebacterium terpenotabidum	89154	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089	0.0035	0.0002	0	0.0005	0	0	0	0	0	0	0	0.003	0	0.0021	0	0.0014
Rickettsia australis	787	0	0	0.0059	0	0	0	0	0.0016	0	0.0002	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0
Abiotrophia defectiva	46125	0	0	0	0	0	0.0035	0.0037	0	0	0	0	0	0	0	0.003	0	0.002	0.0015	0	0	0.0013	0	0	0.002	0	0	0	0	0.0019	0
Leptospira interrogans	173	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0.0048	0.0011
Intestinimonas butyriciproducens	1297617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0.0032	0	0	0	0	0	0	0	0	0	0	0.0007	0.002
Lentibacillus amyloliquefaciens	1472767	0	0	0	0	0	0	0	0	0	0	0.0029	0	0.0047	0	0	0.001	0	0.0035	0	0	0	0	0	0	0	0	0.009	0	0	0
Thermosipho melanesiensis	46541	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0.012	0	0.0002	0	0	0	0	0	0	0	0.0026	0	0	0.0003	0	0
Chlamydia suis	83559	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0.0001	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0
Croceicoccus marinus	450378	0	0	0	0	0	0	0	0	0	0	0	0	0.0033	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0.0053	0	0	0.0016
Aerococcus christensenii	87541	0	0	0	0	0	0	0	0	0.01	0	0.0023	0	0	0	0	0.0005	0	0.0012	0	0	0	0	0	0	0	0	0.0171	0	0.0011	0
Bifidobacterium angulatum	1683	0	0	0	0	0	0	0	0.0048	0	0	0.0006	0	0.0027	0	0	0.0012	0.0001	0	0	0	0	0.0101	0	0	0	0	0	0	0.0023	0
Methylacidiphilum infernorum	511746	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0.0071	0.0047	0	0.0005	0	0	0	0	0	0	0	0	0.0098	0	0	0
Corynebacterium kutscheri	35755	0	0	0	0	0	0	0	0.0019	0	0.0063	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0.0013	0.0005	0.0047	0.0031	0.0024
Desulfovibrio piger	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0
Parvimonas micra	33033	0	0	0	0	0	0	0	0	0	0	0	0.0024	0.001	0	0	0.0001	0	0.0014	0	0	0	0	0.001	0	0	0.002	0	0	0.0007	0.0019
Azospirillum thiophilum	528244	0	0	0	0	0	0	0	0	0	0	0.0028	0	0.0019	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	0.0042	0.0032	0.0055
Gordonia bronchialis	2054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0.0014	0.0017	0	0	0	0	0	0	0.0036	0	0	0	0	0	0
Capnocytophaga sputigena	1019	0.0004	0	0.0036	0	0	0	0	0	0	0.0001	0	0.0013	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0.0019	0.0004	0.0027	0.0011
Akkermansia glycaniphila	1679444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0
Arcanobacterium haemolyticum	28264	0	0	0	0	0	0	0	0.0057	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0
Bartonella clarridgeiae	56426	0	0	0	0	0	0	0	0	0	0.0095	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.0005	0	0.0008	0	0
Fibrobacter succinogenes	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0.0121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldanaerobacter subterraneus	911092	0	0	0	0	0	0.0009	0.0065	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0
Methylococcus capsulatus	414	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0.0026	0	0.0011	0	0	0	0	0	0	0	0.0039	0	0	0	0.0017
Terriglobus saanensis	870903	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0	0	0	0.0027	0.0033	0.0942	0	0	0	0	0	0	0	0	0	0	0.0073
Planococcus plakortidis	1038856	0	0	0	0	0	0	0	0	0.0066	0	0	0	0	0	0	0.004	0	0	0	0.1111	0	0	0	0	0.0057	0	0	0	0.0055	0
Zymomonas mobilis	542	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0.0034	0.0021	0	0	0	0	0	0	0	0	0.0009	0.0175	0.0003	0	0
Thermosipho africanus	2421	0	0	0	0	0	0	0	0	0.0099	0.0006	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.0048	0	0	0.0003	0.0011
Leptospira mayottensis	1137606	0	0	0	0	0	0	0	0	0.0059	0	0	0	0.0014	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0.0076
Anaplasma marginale	770	0	0	0	0.0026	0	0.0073	0	0	0	0	0.0007	0	0	0	0	0	0.0002	0	0	0	0	0	0	0.0022	0.0004	0.0017	0	0.001	0.0007	0.001
Ignavibacterium album	591197	0	0	0	0	0	0	0.0042	0	0.0044	0.0023	0	0	0	0	0	0.0002	0	0	0	0	0	0	0.0768	0	0	0	0	0.0038	0	0.0019
Desulfotalea psychrophila	84980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0.0182	0	0	0	0	0	0	0	0.0011	0
Dehalogenimonas formicexedens	1839801	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.0016	0	0	0	0
Ornithobacterium rhinotracheale	28251	0	0	0.0084	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.0007	0.0024	0	0	0	0	0	0	0	0	0	0	0.0127	0
Cellulomonas flavigena	1711	0	0	0	0	0	0	0	0	0	0.0036	0	0	0	0	0	0.0041	0.0033	0	0.0201	0	0	0	0	0	0	0	0	0.0017	0	0.0016
Pseudohongiella spirulinae	1249552	0	0	0	0	0	0	0	0	0	0	0.0057	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0
Faecalibacterium prausnitzii	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0.0101	0	0	0.004	0	0	0	0	0.0089	0.003	0	0.0029	0.0015
Kingella kingae	504	0	0	0	0	0	0	0	0.0047	0	0	0	0	0.0024	0	0	0	0.0002	0.0026	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga cynodegmi	28189	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0.0099	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0.0001	0.0002
Desulfocurvibacter africanus	873	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0.0008	0.0003	0
Thiomicrospira cyclica	147268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0.0013	0	0	0	0	0	0	0	0	0	0	0.0003	0.0015
Cellulomonas gilvus	11	0	0	0	0	0	0	0.0023	0	0.0016	0	0	0	0.0021	0	0	0.0065	0.0006	0	0	0	0	0	0.0034	0	0	0	0	0	0.004	0
Xanthomonas fragariae	48664	0	0	0	0	0.0101	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201	0	0	0.0073
Thermosulfidibacter takaii	412593	0	0	0	0	0	0	0.0077	0	0	0	0.0025	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0.0034	0.0017	0	0	0	0.0005
Intrasporangium calvum	53358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0.003	0	0	0	0	0	0	0	0.0029	0	0	0	0	0.0026
Laribacter hongkongensis	168471	0	0	0	0	0.0033	0	0	0	0	0	0	0.0043	0	0	0	0.0039	0.0006	0.0008	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacterium normanense	237258	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0.0012	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	0
Advenella mimigardefordensis	302406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0.0042	0	0	0	0	0	0	0	0.0264	0.0012	0	0.0004	0
Corynebacterium uterequi	1072256	0	0	0	0	0	0	0	0	0	0	0.0021	0.0009	0	0.002	0.0054	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0
Paracoccus contaminans	1945662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071	0.0002	0	0.001	0	0.0001	0	0	0	0	0.0002	0	0	0	0	0.008
Rhodospirillum rubrum	1085	0	0	0	0	0	0	0	0	0	0.0029	0	0	0	0	0	0	0.0009	0	0	0	0	0	0	0	0.012	0	0	0.0065	0.0037	0.0031
Gilliamella apicola	1196095	0	0	0	0	0	0	0	0.002	0	0	0	0.0016	0.0058	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0.0023	0.0006
Sediminispirochaeta smaragdinae	55206	0	0	0	0	0	0	0	0	0	0.0083	0	0	0	0.0024	0	0	0	0	0	0	0	0	0.0147	0	0	0	0	0	0.0005	0.0008
Parachlamydia acanthamoebae	83552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0.0005	0	0	0	0	0	0	0	0	0	0	0.0102	0	0
Photobacterium profundum	74109	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0.0197	0	0	0	0	0
Pseudarthrobacter phenanthrenivorans	361575	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.0038	0	0.0041	0	0	0.0282	0	0	0	0	0	0	0	0.0027	0
Neisseria wadsworthii	607711	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0.0012	0	0	0	0	0.0021	0	0	0	0	0	0	0	0.0013	0
Marinovum algicola	42444	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0.006	0	0.0034	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0.0053
Nocardioides dokdonensis	450734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.0002	0	0.0017	0	0	0	0	0	0	0.0023	0.0059	0	0.0059	0	0
Nitrobacter hamburgensis	912	0	0	0	0	0	0	0	0	0.0038	0	0.006	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0.0017	0	0.0028	0.0028
Marinithermus hydrothermalis	186192	0	0	0.0067	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0.0033	0.0011	0	0	0	0	0	0.001	0.0012	0	0	0	0.0016	0.0008
Lacinutrix venerupis	1486034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0.0013	0.0014	0.0871	0	0	0	0	0	0	0	0	0.0051	0	0.0012
Azoarcus olearius	418699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0.003	0	0	0	0.0119	0	0	0	0	0	0.0052	0	0	0.0015	0.0002
Bartonella ancashensis	1318743	0	0	0	0	0	0	0	0.0039	0	0	0.0031	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0
Sulfurospirillum halorespirans	194424	0	0	0	0	0	0	0.0015	0	0.0045	0.004	0	0	0	0	0	0	0.0012	0.0011	0	0	0	0	0	0	0	0	0	0.0036	0	0.001
Prevotella enoeca	76123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0.016	0	0	0	0.0021	0.0017
Thermocrinis ruber	75906	0	0	0	0	0	0	0	0	0.0108	0	0	0	0	0	0.0005	0	0	0.0006	0	0	0	0	0	0	0	0	0.0001	0.001	0	0.0004
Pandoraea vervacti	656178	0	0	0	0	0	0	0	0.0065	0	0	0	0.0028	0.0006	0	0	0.0021	0	0	0	0	0	0	0	0	0.0064	0	0	0	0	0
Leptospirillum ferrooxidans	180	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	0
Rahnella aquatilis	34038	0	0	0	0	0	0	0	0.0158	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0.0136	0	0	0	0	0	0	0.0036	0
Wenyingzhuangia fucanilytica	1790137	0	0	0	0	0	0	0	0	0	0	0	0.0014	0.0052	0.0004	0	0.0028	0.0003	0.0014	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella denticola	28129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0.0007	0	0	0	0.0068	0	0.0017	0	0	0	0	0.0007	0	0.0008
Spiroplasma chrysopicola	216933	0	0	0	0.0072	0.0003	0	0	0	0	0	0	0.0003	0.0026	0	0	0.0004	0	0.0003	0	0	0.0007	0	0	0	0	0	0	0	0.0009	0
Dichelobacter nodosus	870	0	0	0	0	0	0	0	0	0	0	0.0009	0	0	0.0014	0	0.0013	0.0003	0.0001	0	0	0	0	0	0	0	0.0086	0	0.0012	0.0005	0.0006
Parvularcula bermudensis	208216	0	0	0	0	0	0	0	0	0	0	0	0.0058	0.0013	0	0.0004	0	0	0	0	0	0	0.0222	0.0193	0	0	0	0	0	0	0.0012
Mycobacterium simiae	1784	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0.0042	0.0007	0	0.0013	0	0	0	0	0.0023	0	0	0.0103	0	0	0	0
Rhodococcus coprophilus	38310	0	0	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium animalis	28025	0	0	0	0	0	0	0	0	0	0.0015	0	0.0014	0.0052	0	0	0	0.0005	0	0	0	0	0	0	0	0.001	0.009	0	0	0	0
Ketogulonicigenium robustum	92947	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0.0023	0	0	0	0	0	0
Sphingomonas koreensis	93064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0099	0	0	0	0	0	0	0	0	0	0	0.0025	0.0019
Shewanella piezotolerans	404011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0.0294	0	0	0	0.0043	0.0064	0.001
Bifidobacterium choerinum	35760	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0.0022	0.0017	0	0	0	0	0.0014
Weissella koreensis	165096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0317	0	0	0	0	0	0	0
Methylotenera versatilis	1055487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0.0017	0.0007	0	0	0	0	0	0	0	0	0	0	0.0007	0.0014
Bifidobacterium scardovii	158787	0	0	0	0	0	0	0.0077	0	0	0	0	0	0	0	0	0.0007	0.0006	0	0	0	0	0	0	0	0.0375	0	0	0	0.0022	0.0003
Lautropia mirabilis	47671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0.0003	0	0	0	0	0	0.0111	0	0.004	0	0	0.0004	0
Leuconostoc gelidum	1244	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0.002	0	0.005	0.0021	0	0	0	0	0	0	0	0	0	0	0	0.0017
Thermodesulfobium narugense	184064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0.0023	0	0.0011	0
Nitrosospira multiformis	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0.0003	0	0	0	0	0	0	0	0	0	0.0026	0	0
Desulfotomaculum reducens	59610	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0.005	0	0	0	0	0.0084	0	0	0	0.0011	0	0.0013	0
Pluralibacter gergoviae	61647	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.0018	0	0	0.0028	0	0	0	0	0	0	0	0	0.0058	0	0.02	0.0004	0
Nitrobacter winogradskyi	913	0	0	0	0	0	0	0	0	0	0	0	0.0029	0	0	0	0.002	0	0.0038	0	0	0	0	0	0	0	0	0	0	0.0015	0
Shewanella sediminis	271097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0.0014	0	0	0	0	0	0	0	0.0001	0	0.0059	0	0
Rhizobacter gummiphilus	946333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0.0015	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus yeei	147645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0.001	0	0	0.1835	0	0	0	0	0.0061	0	0	0	0.0028	0
Pandoraea thiooxydans	445709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036	0.0019	0	0.0001	0	0	0	0	0	0	0	0	0	0.0017	0	0	0
Dehalogenimonas lykanthroporepellens	552810	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0.0005	0	0	0.0441	0	0	0	0	0	0	0	0	0	0	0.0008
Sphingobacterium psychroaquaticum	561061	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0.0029
Castellaniella defragrans	75697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0.0056	0	0	0	0	0	0	0.0207	0	0	0	0	0
Tsukamurella paurometabola	2061	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0.0067	0	0.0022	0.0004	0	0	0	0	0	0	0	0	0	0.0037	0	0	0
Mannheimia varigena	85404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0.0027	0.0059	0	0	0	0	0	0	0	0.0001	0
Microbacterium aurum	36805	0	0	0	0	0	0	0	0	0	0.0011	0	0	0.0037	0	0	0	0	0.0003	0	0	0	0	0	0	0.0052	0	0	0.011	0.0018	0.0023
Psychrobacter urativorans	45610	0	0	0	0	0	0	0	0	0	0.005	0.001	0	0	0.0017	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0
Acinetobacter equi	1324350	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0
Dinoroseobacter shibae	215813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0.0094	0.0119	0	0	0	0	0	0.0023
Mycobacterium saskatchewanense	220927	0	0	0	0	0	0	0	0.0077	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma yeatsii	51365	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0.0005	0	0.0001	0.0004	0.0001	0	0	0	0	0	0	0.0002	0	0	0	0	0.0004
Rhodoferax saidenbachensis	1484693	0	0	0	0	0	0	0	0	0	0	0.0015	0.0022	0	0	0	0.0016	0	0.0007	0	0	0	0	0	0	0	0	0	0.001	0.0003	0
Streptomyces glaucescens	1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0.0118	0	0	0.0073	0.0028
Gemella sanguinis	84135	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0.0002
Gordonia phthalatica	1136941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0.0077	0	0.0197	0
Corynebacterium xerosis	1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.0013	0	0.0004	0	0	0	0	0	0.0064	0	0	0.0168	0.0024	0.0008	0.0014
Moorella thermoacetica	1525	0	0	0	0	0	0	0.0049	0	0	0.0004	0	0	0	0	0	0.0023	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0.0008
Pandoraea pulmonicola	93221	0	0	0	0	0	0	0	0	0	0	0	0	0.0095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028
Siansivirga zeaxanthinifaciens	762954	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0.0006	0	0	0	0	0	0	0	0.0004	0	0	0.0017	0
Thiomicrospira aerophila	92245	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	0	0	0.0002	0	0.0015	0	0	0	0	0	0	0.0012	0.0019	0	0	0	0
Psychromonas ingrahamii	357794	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0.0011	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter arcticus	334543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0.0046	0	0	0	0	0	0	0	0	0.0086	0	0	0.0006
Lactobacillus jensenii	109790	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0.0001	0	0	0	0	0.0023	0	0	0	0	0	0.004	0	0.0006
Rickettsia prowazekii	782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia hermsii	140	0	0	0	0	0	0	0.0016	0	0	0	0	0.003	0	0	0.0015	0	0.0032	0	0	0	0	0	0	0	0.0012	0	0.004	0	0.0004	0
Deinococcus proteolyticus	55148	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0.0014	0.0041	0	0	0	0	0	0	0	0	0	0	0	0.0006
Adlercreutzia equolifaciens	446660	0	0	0	0.0024	0	0	0	0	0	0	0	0.0018	0	0.0014	0	0.0023	0	0.0008	0	0.0158	0	0	0	0	0.0029	0	0	0	0	0
Xylella fastidiosa	2371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0.0051	0	0	0	0.0011
Paracoccus aminophilus	34003	0	0	0	0	0	0	0	0	0	0	0.0061	0	0	0.0001	0	0	0	0	0	0	0	0.0104	0	0	0	0	0	0	0.0006	0.0013
Aequorivita sublithincola	101385	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0.0078	0	0	0.0057	0
Chryseobacterium taihuense	1141221	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0.0131	0.0016	0
Vibrio cincinnatiensis	675	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0.0087	0	0	0	0	0	0	0	0	0	0	0.0012	0.001
Bifidobacterium asteroides	1684	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0.001	0.0003	0	0	0	0	0	0	0	0	0	0	0.0083	0.0004	0
Novibacillus thermophilus	1471761	0	0	0	0	0	0	0	0	0	0	0	0	0.0029	0	0	0.0004	0	0.0045	0	0	0	0	0	0	0	0.0121	0.0017	0	0	0
Rhodoluna lacicola	529884	0	0	0	0	0	0	0	0	0.001	0	0	0	0.0023	0	0.0005	0.0012	0.0011	0	0	0	0	0	0	0	0	0	0	0	0.0005	0
Spiroplasma eriocheiris	315358	0	0	0	0	0	0	0	0	0	0.0015	0	0	0.0008	0.0046	0.0007	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0.0003
Oenococcus oeni	1247	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0.0003	0.0007
Prevotella fusca	589436	0	0	0	0	0	0	0	0	0	0.0055	0.0003	0	0	0	0	0	0.0009	0.0013	0	0	0	0	0	0	0.0027	0	0.0013	0	0.0003	0
Lactobacillus kefiranofaciens	267818	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0.0046	0.0004	0	0	0	0	0	0.0205	0	0	0	0	0	0.0078	0	0
