unique_name	taxid	S_Normal_100_102M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_100_68M	S_Normal_100_8M	S_Normal_150_102M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_150_68M	S_Normal_150_8M	S_Normal_200_102M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_200_68M	S_Normal_200_8M	S_Normal_25_102M	S_Normal_25_17M	S_Normal_25_34M	S_Normal_25_68M	S_Normal_25_8M	S_Normal_400_102M	S_Normal_400_17M	S_Normal_400_34M	S_Normal_400_68M	S_Normal_400_8M	S_Normal_50_102M	S_Normal_50_17M	S_Normal_50_34M	S_Normal_50_68M	S_Normal_50_8M
Streptococcus ferus	1345	0	0	0	0	0	0.002083	0	0	0.0003469	0.005342	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001373	0.0002381	0	0	0	0	0.005199
Borrelia hermsii	140	0	0	0	0	0.001552	0.002927	0.001154	0	0	0	0.001468	0.003906	0	0	0	0	0	0	0	0	0	0.0003649	0	0.003192	0	0	0	0	0	0
Porphyromonas asaccharolytica	28123	0	0	0	0	0	0	0	0	0	0.006251	0	0	0	0	0	0	0	0	0	0	0.002736	0.001802	0	0	0	0	0	0	0.003743	0
Corynebacterium aquilae	203263	0	0	0	0.0008703	0	0	0	0	0	0	0	0	0	0.007491	0	0	0	0	0	0	0.002719	0	0.0001883	0.0004358	0.002802	0	0	0	0	0
Spiribacter curvatus	1335757	0	0	0	0	0	0	0.01095	0	0	0	0	0	0.001765	0	0	0	0	0	0	0	0.001019	0.0003206	0.00009115	0.0003202	0	0	0	0	0	0
Gilliamella apicola	1196095	0	0	0	0.002024	0	0.001603	0	0	0	0	0	0	0	0	0.005767	0	0	0	0	0	0	0.002314	0.000638	0.002052	0	0	0	0	0	0
Borreliella afzelii	29518	0	0.00002397	0	0	0	0.0007668	0.00002059	0	0.0004685	0	0	0	0.0002574	0	0	0	0	0	0	0	0	0	0.00009059	0.0001289	0.0001697	0	0	0.0006156	0.01185	0
Deferribacter desulfuricans	197162	0	0	0	0	0.002043	0	0	0.004283	0	0.00331	0	0.002578	0	0	0	0	0	0	0	0	0.0002516	0.0008331	0	0	0	0	0	0	0	0.001007
Providencia heimbachae	333962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005078	0.01379	0	0	0	0	0	0
Shewanella halifaxensis	271098	0	0	0	0	0	0	0	0	0	0	0	0	0.005004	0	0	0	0	0	0	0	0	0	0	0.0007974	0.001723	0	0	0.006759	0	0
Sinorhizobium americanum	194963	0	0	0	0	0	0	0	0	0	0.005322	0	0	0	0	0	0	0	0	0	0	0.0009384	0	0.003636	0.004375	0	0	0	0	0	0
Desulfotomaculum nigrificans	1565	0	0	0	0	0	0	0	0	0	0	0	0.006865	0	0	0	0	0	0	0	0	0	0	0.001213	0	0.001316	0	0	0.004872	0	0
Pseudomonas knackmussii	65741	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005283	0.006432	0	0	0	0	0	0	0	0	0.0003799	0.002148	0	0	0	0	0
Saccharophagus degradans	86304	0	0	0	0	0	0	0	0	0	0	0	0.008122	0.001754	0	0.003049	0	0	0	0	0	0	0	0.001257	0	0	0	0	0	0	0
Bifidobacterium asteroides	1684	0.004363	0	0	0	0	0	0	0	0	0	0	0	0.008149	0	0	0	0	0	0	0	0	0.0003684	0	0.0002498	0.001033	0	0	0	0	0
Staphylococcus hyicus	1284	0	0.007493	0	0	0	0	0.001439	0	0	0	0.003708	0	0	0	0	0	0	0	0	0	0	0.000235	0	0.001213	0	0	0	0	0	0
Bdellovibrio bacteriovorus	959	0	0.008663	0	0	0	0	0	0	0	0	0	0	0	0.002402	0	0	0	0	0	0	0.000626	0	0	0	0.002386	0	0	0	0	0
Leuconostoc carnosum	1252	0	0	0	0	0.002613	0	0.002801	0	0	0	0	0	0.007159	0	0	0	0	0	0	0	0.0007478	0.0007135	0	0	0	0	0	0	0	0
Thermaerobacter marianensis	73919	0	0	0	0	0	0.004931	0	0	0.0002019	0	0	0	0.004108	0	0	0	0	0	0	0	0.001402	0	0	0	0.003353	0	0	0	0	0
Virgibacillus halodenitrificans	1482	0	0	0.005847	0	0	0	0	0	0	0	0.002938	0	0.002363	0	0	0	0	0	0	0	0	0.001277	0	0	0.001535	0	0	0	0	0
Fibrobacter succinogenes	833	0	0	0	0	0	0	0	0	0	0	0.001802	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01209	0	0	0	0	0
Orientia tsutsugamushi	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001168	0	0	0	0	0	0	0.001001	0	0	0.0006897	0.007904	0	0	0.003127	0	0
Gallibacterium anatis	750	0	0.005067	0	0	0	0	0.002264	0	0	0	0	0	0	0.000322	0.002211	0	0	0	0	0	0.002907	0.00001874	0	0	0.001093	0	0	0	0	0
Prevotella denticola	28129	0	0.001637	0	0	0	0	0	0	0	0	0.003693	0	0.0006475	0	0	0	0	0	0	0	0	0	0.0007694	0.0006406	0	0	0.006391	0	0	0
Oceanithermus profundus	187137	0	0.004633	0	0	0	0	0	0	0	0	0	0	0	0	0.005553	0	0	0	0	0	0.002598	0.0002765	0	0	0.0006467	0	0	0	0	0
Helicobacter acinonychis	212	0	0	0.008536	0	0	0	0	0	0	0	0.000352	0	0.0006901	0	0	0	0	0	0	0	0.001347	0.0007488	0.0002611	0.001348	0.0003622	0	0	0	0	0
Bartonella clarridgeiae	56426	0	0	0	0	0	0	0	0.0004929	0	0.009376	0.002979	0	0.0007558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Histophilus somni	731	0	0	0	0	0	0	0	0	0	0	0.002297	0	0.001888	0.001379	0	0	0	0	0	0	0.0001452	0	0	0	0.001941	0	0.005897	0	0	0
Flavobacterium johnsoniae	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002986	0	0	0.01052	0	0	0	0	0
Vulgatibacter incomptus	1391653	0	0	0	0	0	0	0	0	0	0	0	0.0002663	0	0	0	0	0	0	0	0	0	0.006078	0.001234	0.004464	0.001442	0	0	0	0	0
Musicola paradisiaca	69223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01348	0	0	0
Acinetobacter larvae	1789224	0	0	0	0	0	0	0	0	0	0	0.004787	0.0009555	0	0	0	0	0	0	0	0	0	0.005577	0.002143	0	0	0	0	0	0	0
Erwinia tasmaniensis	338565	0	0	0	0.008616	0	0	0	0	0	0	0	0	0.002532	0	0	0	0	0	0	0	0.0008858	0	0	0.001428	0	0	0	0	0	0
Sphingomonas koreensis	93064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00928	0.002382	0.001754	0	0	0	0	0	0	0
Tsukamurella paurometabola	2061	0	0	0	0	0	0	0	0	0	0	0	0.003644	0	0.006514	0.0006267	0	0	0	0	0	0	0	0	0.000438	0.002173	0	0	0	0	0
Serpentinimonas raichei	1458425	0	0	0.001605	0	0	0	0	0	0	0	0	0.00153	0.004482	0	0.005677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermovibrio ammonificans	228745	0	0	0	0	0	0	0	0.0002654	0	0	0	0.001755	0	0	0	0	0	0	0	0	0	0.0001402	0	0.003894	0	0	0	0.007233	0	0
Thermocrinis ruber	75906	0.01078	0	0	0	0	0	0	0	0	0	0.0004995	0.00009606	0.0009798	0	0	0	0	0	0	0	0.0005757	0	0.0003559	0	0	0	0	0	0	0
Flexistipes sinusarabici	2352	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003599	0.0007999	0	0	0	0	0	0.001673	0.001041	0.00423	0	0.001937	0	0	0	0	0
Caldicellulosiruptor hydrothermalis	413888	0.005409	0	0	0	0	0	0	0	0.0009451	0	0	0.002527	0	0	0	0	0	0	0	0	0	0.002251	0.002095	0	0	0	0	0	0	0
Halomonas huangheensis	1178482	0	0	0	0	0	0	0	0	0.008633	0	0	0	0	0	0	0	0	0	0	0	0	0.003109	0.001474	0	0	0	0	0	0	0
Terriglobus roseus	392734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01178	0	0.0008552	0.0005785	0	0	0	0	0	0
Providencia alcalifaciens	126385	0	0	0	0	0	0	0	0.003941	0	0	0	0	0.003651	0	0	0	0	0	0	0	0.001363	0	0.001536	0.00151	0.00121	0	0	0	0	0
Sphingopyxis alaskensis	117207	0	0	0	0	0	0	0	0	0.004204	0.003822	0	0.002701	0	0	0	0	0	0	0	0	0.001476	0.0009786	0	0	0	0	0	0	0	0
Halobacillus mangrovi	402384	0	0	0	0	0	0	0	0	0	0	0	0	0.007798	0	0.0004281	0	0	0	0	0	0.003386	0	0	0.001479	0	0	0	0	0	0
Xanthomonas sacchari	56458	0	0	0	0	0	0.00339	0	0	0	0.002337	0	0	0.003001	0	0.003909	0	0	0	0	0	0.0003918	0	0	0	0	0	0	0	0	0
Desulfurispirillum indicum	936456	0	0	0	0	0	0	0	0	0	0	0	0	0.01027	0	0	0	0	0	0	0	0	0.001103	0.001519	0	0	0	0	0	0	0
Ilyobacter polytropus	167642	0	0	0	0	0	0	0	0	0	0	0	0.0006962	0	0	0	0	0	0	0	0	0	0.0005128	0	0	0	0	0	0.01166	0	0
Laribacter hongkongensis	168471	0	0	0	0	0	0.004232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793	0	0	0.0006258	0.003847	0	0	0	0.0033	0
Rubinisphaera brasiliensis	119	0	0	0	0	0	0	0.009016	0	0	0	0	0	0.001892	0	0	0	0	0	0	0	0.001837	0	0	0	0	0	0	0	0	0
Microbulbifer thermotolerans	252514	0	0	0	0	0	0	0	0	0.004069	0	0	0.001217	0	0	0.004834	0	0	0	0	0	0	0	0.0009164	0.001631	0	0	0	0	0	0
Legionella waltersii	66969	0	0	0	0	0	0.002933	0	0	0	0	0.002816	0	0.001833	0	0	0	0	0	0	0	0.001607	0	0.003377	0	0	0	0	0	0	0
Spiroplasma chrysopicola	216933	0	0	0	0	0	0.0002513	0	0	0	0	0	0.00003079	0	0	0.002605	0	0	0	0	0	0.0002473	0.000847	0	0	0.0004395	0	0.0007329	0	0.0002314	0.00709
Mycobacterium shinjukuense	398694	0	0	0	0	0	0.002047	0	0	0	0	0	0.002032	0	0	0	0	0	0	0	0	0.003525	0	0	0.002936	0.001854	0	0	0	0	0
Paraprevotella xylaniphila	454155	0	0	0	0	0.003859	0	0	0	0	0	0	0.007241	0	0	0.0003752	0	0	0	0	0	0	0	0	0	0.0009127	0	0	0	0	0
Haematobacter massiliensis	195105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008917	0	0	0	0	0	0	0	0	0	0.003002	0.0004368	0	0	0	0	0
Corynebacterium urealyticum	43771	0	0.008541	0	0	0	0	0	0	0.001121	0	0	0	0.0006773	0	0	0	0	0	0	0	0	0.00193	0	0	0	0	0	0	0	0
Thermobifida fusca	2021	0	0	0.001542	0	0	0	0.002619	0	0	0	0.005201	0	0	0	0.001379	0	0	0	0	0	0.001153	0	0	0	0.0003075	0	0	0	0	0
Pandoraea pulmonicola	93221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009388	0	0	0	0	0	0	0	0.002714	0	0	0	0	0	0	0
Sulfurihydrogenibium azorense	309806	0	0	0	0	0	0.00761	0	0	0.001165	0	0	0.003254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella violacea	60217	0	0	0	0	0	0	0	0.0001728	0	0	0	0.004268	0	0.004223	0	0	0	0	0	0	0	0	0	0.0005747	0	0	0	0	0	0.002766
Borreliella bissettiae	64897	0	0.004223	0.0007692	0	0	0	0.00697	0.00001807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella parvula	29466	0	0	0	0	0	0	0	0	0	0	0	0	0.001748	0.001174	0	0	0	0	0	0	0.0007721	0.0009211	0.0004989	0.006663	0.0001964	0	0	0	0	0
Thermodesulfatator indicus	171695	0	0	0	0	0	0.0007084	0	0.009332	0	0.001212	0	0	0	0	0	0	0	0	0	0	0	0.0006131	0	0	0	0	0	0	0	0
Tetragenococcus halophilus	51669	0	0.002247	0.003928	0.002409	0	0	0	0	0	0	0.001525	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001661	0	0	0	0	0
Clostridium chauvoei	46867	0	0	0.0008277	0	0.005804	0	0	0	0	0	0.0006567	0	0	0	0.004466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bartonella bacilliformis	774	0	0	0	0	0	0	0.001009	0.002747	0	0.0003142	0	0.0006399	0	0.001854	0	0	0	0	0	0	0.004928	0.0002498	0	0	0	0	0	0	0	0
Methylophaga nitratireducenticrescens	754476	0.005721	0	0	0	0	0	0	0	0	0	0	0	0.0007926	0	0.005199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella fusca	589436	0	0	0	0	0	0	0.002543	0	0.0002469	0.005252	0	0.001241	0	0	0	0	0	0	0	0	0.001197	0.0003105	0	0.0008396	0	0	0	0	0	0
Lactobacillus jensenii	109790	0	0	0	0	0	0	0	0	0	0.004819	0	0	0.003839	0	0	0	0	0	0	0	0	0	0.0005726	0.0001001	0	0	0	0.002216	0	0
Anaerococcus prevotii	33034	0	0	0	0	0	0	0.002045	0	0	0	0	0	0.002134	0	0	0	0	0	0.006026	0	0	0	0.0005981	0	0.0007386	0	0	0	0	0
Muricauda ruestringensis	111501	0	0.004774	0	0	0	0.004208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007712	0.001541	0.0002273	0	0	0	0	0	0	0
Sphingobacterium psychroaquaticum	561061	0	0	0.0008582	0	0	0	0	0	0	0.003361	0	0	0	0.004408	0	0	0	0	0	0	0	0	0.002818	0	0	0	0	0	0	0
Wenyingzhuangia fucanilytica	1790137	0	0	0	0	0	0.001389	0	0	0	0	0	0	0	0.0004252	0.005138	0	0	0	0	0	0.001422	0	0	0.0002592	0.002768	0	0	0	0	0
Sulfuricurvum kujiense	148813	0	0	0	0	0	0	0	0	0	0.00122	0.002902	0	0	0.007257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parascardovia denticolens	78258	0	0	0.00737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009945	0.002996	0	0	0	0	0	0	0	0
Corynebacterium uterequi	1072256	0	0	0	0	0	0.0008734	0	0	0.002124	0	0.005343	0	0	0.001925	0	0	0	0	0	0	0	0	0	0	0	0	0.001091	0	0	0
Leuconostoc gelidum	1244	0	0	0	0	0	0.0006482	0	0	0	0	0.001939	0	0	0	0	0	0	0	0	0	0.00208	0	0.001696	0.004959	0	0	0	0	0	0
Megamonas hypermegale	158847	0	0.002387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001938	0.00178	0.004874	0.0008906	0.001105	0	0	0	0	0
Vibrio cincinnatiensis	675	0	0	0	0	0	0	0	0	0	0.0004164	0	0	0	0	0	0	0	0	0	0	0.008594	0.001227	0.0009749	0	0	0	0	0	0	0
Pontibacter actiniarum	323450	0	0.002794	0	0	0	0	0	0	0	0	0	0.00652	0	0	0	0	0	0	0	0	0	0	0	0.001821	0	0	0	0	0	0
Caldimicrobium thiodismutans	1653476	0	0	0	0	0	0	0.007683	0	0.001324	0	0	0.0009235	0.0006741	0	0	0	0	0	0	0	0	0	0.0004535	0	0	0	0	0	0	0
Vibrio breoganii	553239	0	0	0	0	0	0	0	0	0	0.005561	0	0	0.0006564	0	0.0008565	0	0	0	0	0	0.0003151	0.003644	0	0	0	0	0	0	0	0
Chlamydia muridarum	83560	0	0	0	0	0	0.0006063	0	0	0.006504	0	0.0004265	0	0	0.000369	0	0	0	0	0	0	0.0005249	0.001979	0.0005538	0	0	0	0	0	0	0
Streptococcus mutans	1309	0	0.003304	0	0	0	0	0.000518	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003955	0	0.003134	0	0	0	0	0	0	0
Pseudarthrobacter sulfonivorans	121292	0	0	0	0	0	0	0	0	0	0	0	0	0.004669	0	0	0	0	0	0	0	0	0.002295	0.002842	0	0.001007	0	0	0	0	0
Rubrobacter radiotolerans	42256	0	0.005627	0	0	0	0	0	0.002911	0	0	0	0.00226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halothermothrix orenii	31909	0	0	0	0	0	0	0	0	0.006062	0	0.002851	0	0	0	0	0	0	0	0	0	0	0.0002515	0.00163	0	0	0	0	0	0	0
Paracoccus pantotrophus	82367	0	0	0	0	0	0	0.00009341	0	0	0	0	0	0.001496	0	0.0006877	0	0	0.0001017	0	0	0	0	0.004374	0.004011	0	0	0	0	0	0
Halanaerobium praevalens	2331	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007458	0.005276	0	0	0	0	0	0.0001489	0.0003709	0.001878	0	0.002251	0	0	0	0	0
Brevundimonas subvibrioides	74313	0	0	0	0	0.002948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001691	0.00602	0	0	0	0	0
Deinococcus deserti	310783	0	0	0.0008156	0	0	0	0	0	0	0	0.002197	0	0	0	0	0	0	0	0	0	0	0.001824	0.002322	0.002307	0.001083	0	0	0	0	0
Pseudodesulfovibrio aespoeensis	182210	0	0	0	0	0	0	0	0	0	0	0	0	0.000603	0	0.006309	0	0	0	0	0	0.001564	0	0.0005417	0	0.001529	0	0	0	0	0
Ketogulonicigenium robustum	92947	0	0	0.002329	0	0	0	0	0	0	0.007379	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008084	0	0	0	0	0	0
Legionella pneumophila	446	0	0	0	0	0	0.003585	0	0	0	0	0	0	0	0	0.001925	0	0	0	0	0	0.004577	0	0.000409	0	0	0	0	0	0	0
Gordonia bronchialis	2054	0	0	0.003488	0	0	0	0	0	0	0	0.00397	0	0	0	0	0	0	0	0	0	0	0	0	0.001639	0.001398	0	0	0	0	0
Yersinia ruckeri	29486	0.001559	0	0	0	0	0	0	0	0	0	0.008423	0	0	0	0	0	0	0	0	0	0	0	0.0001791	0	0.0002583	0	0.00001647	0	0	0
Sulfuricella denitrificans	649841	0	0	0	0	0	0.005409	0	0	0	0	0	0	0	0	0.002071	0	0	0	0	0	0.001581	0.0005892	0	0.0004191	0.0003537	0	0	0	0	0
Hippea maritima	84405	0	0	0	0	0	0	0	0.0008366	0	0.008197	0.001098	0	0	0	0	0	0	0	0	0	0	0	0.0002837	0	0	0	0	0	0	0
Lactobacillus acetotolerans	1600	0	0.001964	0	0	0	0	0	0	0	0	0	0	0.0002065	0.005964	0	0	0	0	0	0	0	0	0.0007599	0.0003811	0.001136	0	0	0	0	0
Providencia rustigianii	158850	0	0	0	0	0	0	0.005704	0	0	0	0	0	0	0	0.001046	0	0	0	0	0	0.003055	0	0	0	0.0005861	0	0	0	0	0
Parvimonas micra	33033	0	0.00103	0	0	0	0.002335	0	0.001985	0	0	0	0	0	0	0.0009615	0	0	0	0	0	0.001394	0.0006425	0.001858	0	0.0001175	0	0	0	0	0
Neisseria weaveri	28091	0	0	0.003969	0	0	0.003245	0	0	0.0007196	0	0	0	0	0	0	0	0	0	0	0	0.0008185	0.001556	0	0	0	0	0	0	0	0
Scardovia inopinata	78259	0	0	0	0	0	0	0	0	0	0.001475	0	0	0	0	0	0	0	0	0	0	0	0.002464	0.0005089	0	0.0006224	0.005237	0	0	0	0
Corynebacterium phocae	161895	0	0	0	0	0.002771	0.002004	0.000718	0	0	0	0	0	0	0	0	0	0.002821	0	0	0	0.0007751	0	0.001188	0	0	0	0	0	0	0
Aquifex aeolicus	63363	0	0.00458	0	0	0	0	0	0	0	0	0.002626	0	0	0	0	0	0	0.00147	0	0	0.0004896	0.0002383	0	0	0.000783	0	0	0	0	0
Moorella thermoacetica	1525	0	0	0	0	0.004842	0	0	0	0	0.0003934	0	0	0	0	0	0	0	0	0	0	0.00188	0	0.0007563	0	0.002308	0	0	0	0	0
Corynebacterium casei	160386	0	0	0	0.004281	0	0.001283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002035	0	0	0.002563	0	0	0	0	0	0
Porphyromonas crevioricanis	393921	0	0	0	0	0	0	0	0	0	0	0	0.0004487	0	0.006461	0	0	0	0	0	0	0	0	0	0.001059	0.002192	0	0	0	0	0
Thiomicrospira aerophila	92245	0	0	0	0	0	0	0.001166	0.001865	0.005431	0	0	0	0	0	0	0	0	0	0	0	0.001524	0	0	0	0.0001677	0	0	0	0	0
Croceicoccus marinus	450378	0	0	0	0	0	0	0	0	0	0	0	0.005122	0	0	0.003119	0	0	0	0	0	0	0	0.001555	0	0.0003459	0	0	0	0	0
Shewanella benthica	43661	0	0	0	0	0	0	0	0.0067	0	0	0.002278	0	0	0.0009919	0	0	0	0	0	0	0	0	0.0001399	0	0	0	0	0	0	0
Streptococcus urinalis	149016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000027	0.003453	0	0	0	0	0.0005039	0	0.001094	0.005026	0	0	0	0
Nitrobacter winogradskyi	913	0	0	0	0	0	0.002877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003744	0.001471	0	0	0.001993	0	0	0	0	0
Halotalea alkalilenta	376489	0	0	0	0	0	0	0	0.002046	0	0	0	0.007122	0	0.0005582	0	0	0	0	0	0	0	0	0	0.000333	0	0	0	0	0	0
Rhizobacter gummiphilus	946333	0	0	0.00001225	0	0	0	0	0	0	0	0	0	0	0.006561	0	0	0	0	0	0	0.001957	0	0.00001488	0	0.001482	0	0	0	0	0
Coxiella burnetii	777	0	0	0.003029	0	0	0.0006898	0	0	0	0	0	0	0.001567	0	0	0	0	0	0	0	0.001239	0.0002074	0	0	0.003266	0	0	0	0	0
Thermoanaerobacter kivui	2325	0	0	0	0	0	0.003818	0	0	0	0	0.0005833	0.0006502	0.001151	0	0	0	0	0	0	0	0.001466	0.001835	0	0	0.0004731	0	0	0	0	0
Desulfomicrobium orale	132132	0	0	0.009944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter urativorans	45610	0	0	0	0	0	0	0	0	0.001028	0.004974	0	0	0	0.001625	0	0	0	0	0	0	0	0.0007763	0	0	0.001502	0	0	0	0	0
Ehrlichia ruminantium	779	0	0.005155	0	0.001131	0	0	0	0	0	0	0	0.0002266	0	0.0006664	0	0	0	0	0	0	0	0	0.00127	0.0005839	0.0008425	0	0	0	0	0
Helicobacter pylori	210	0	0	0.0001235	0.00276	0	0	0	0	0.004782	0.001305	0	0	0	0	0	0	0	0	0	0	0	0	0.0004379	0.000447	0	0	0	0	0	0
Intrasporangium calvum	53358	0	0	0	0	0	0	0.002875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002559	0.002917	0.001472	0	0	0	0	0
Streptomyces pactum	68249	0	0	0	0	0	0	0	0	0	0	0	0	0.0005701	0	0	0	0.00009576	0	0	0	0	0	0	0	0.009097	0	0	0	0	0
Kingella kingae	504	0	0	0	0.004621	0	0	0	0	0	0	0	0	0	0	0.002355	0	0	0	0	0	0.002542	0	0	0.000227	0	0	0	0	0	0
Mannheimia varigena	85404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002584	0	0	0	0.00008285	0	0	0.001499	0	0.005546	0	0	0
Pseudothermotoga thermarum	119394	0	0	0	0.005537	0	0	0	0	0	0	0.001041	0.0005603	0	0	0	0	0	0	0	0	0.0008181	0	0.0003583	0	0	0.001391	0	0	0	0
Microbacterium sediminis	904291	0	0	0	0	0	0	0.003637	0	0	0.001348	0	0	0.0006978	0	0	0	0	0	0	0	0	0.0008569	0	0.003147	0	0	0	0	0	0
Novosphingobium pentaromativorans	205844	0	0	0	0	0	0	0	0	0	0.002318	0.0007915	0	0	0	0	0	0	0	0	0	0	0	0.005618	0	0.0008771	0	0	0	0	0
Actinomyces oris	544580	0	0	0	0	0	0	0	0	0	0	0	0	0.0009374	0	0.0001882	0	0	0	0	0	0.003788	0.002085	0.001539	0.001043	0	0	0	0	0	0
Lutibacter profundi	1622118	0	0	0	0	0	0.0002392	0	0	0	0	0	0	0	0	0.003148	0	0	0	0	0	0.002394	0	0.002605	0.001174	0	0	0	0	0	0
Thermodesulfobacterium geofontis	1295609	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005129	0	0	0	0	0	0	0.0002332	0.003664	0	0	0.0004746	0	0	0	0	0
Dickeya dianthicola	204039	0	0	0	0	0	0	0	0	0	0.005159	0	0	0	0	0.002825	0	0	0	0	0	0.0003948	0	0	0	0.001119	0	0	0	0	0
Corynebacterium pseudotuberculosis	1719	0	0	0	0	0	0	0	0.0004664	0	0	0	0	0.0009082	0	0.0009955	0	0	0	0	0	0.0002791	0.0006646	0.005277	0	0.0008494	0	0	0	0	0
Carnobacterium maltaromaticum	2751	0	0	0	0	0	0.001131	0	0.003132	0	0	0	0	0	0	0	0	0	0	0	0	0.0004821	0.004692	0	0	0	0	0	0	0	0
Methylococcus capsulatus	414	0	0	0	0	0	0	0	0.003852	0	0.0002711	0	0	0	0	0	0	0	0	0	0	0.001072	0	0.001635	0	0.002549	0	0	0	0	0
Desulfotomaculum ruminis	1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007933	0.006199	0	0.002368	0	0	0	0	0
Leptospira interrogans	173	0	0	0	0	0	0	0	0	0.003227	0	0	0	0	0	0	0	0	0	0	0	0.0003016	0.004741	0.001087	0	0	0	0	0	0	0
Chryseobacterium joostei	112234	0	0	0	0	0	0	0	0	0	0	0	0	0.001431	0	0	0	0	0	0	0	0	0.003718	0.002019	0	0.002154	0	0	0	0	0
Xylella fastidiosa	2371	0	0	0	0	0	0	0	0.005063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001069	0.003156	0	0	0	0	0	0
Flavobacterium psychrophilum	96345	0	0	0	0	0	0.0008207	0	0	0	0	0	0	0.007143	0	0	0	0	0	0	0	0	0.0005489	0.0006266	0	0	0	0	0	0	0
Rickettsia australis	787	0	0	0	0.00153	0	0	0	0	0	0.0001727	0	0	0.00002397	0	0	0.005634	0	0	0	0	0	0	0	0.001774	0	0	0	0	0	0
Geobacter pickeringii	345632	0	0	0.001863	0	0	0	0.0005047	0.0006408	0	0	0.001539	0	0	0	0	0	0	0	0	0	0	0	0.003956	0.0005392	0	0	0	0	0	0
Desulfocurvibacter africanus	873	0	0	0.001125	0	0.006647	0	0	0	0	0	0	0	0.00083	0	0	0	0	0	0	0	0	0.000293	0	0	0	0	0	0	0	0
Polynucleobacter asymbioticus	576611	0	0	0	0.003638	0	0.004199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001039	0	0	0	0	0
Bartonella ancashensis	1318743	0	0	0	0.003883	0	0	0	0	0.003101	0	0	0	0	0.0004565	0	0	0	0	0	0	0	0.001041	0	0	0	0	0	0	0	0
Caldicellulosiruptor obsidiansis	717609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001332	0.00022	0.00001869	0.0007737	0.007314	0	0	0	0	0
Gluconobacter oxydans	442	0	0	0	0	0	0	0	0.001333	0	0	0	0	0.0009289	0	0	0	0	0	0	0	0.0007523	0	0.004387	0.0009998	0	0	0	0	0	0
Microbacterium oleivorans	273677	0	0	0	0	0	0	0	0	0.0006225	0	0	0.0008912	0.0009115	0.003639	0	0	0	0	0	0	0	0.001093	0	0	0.001195	0	0	0	0	0
Erysipelothrix rhusiopathiae	1648	0	0.008282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
