name	Simulation_left_010_007_5M_bracken	Simulation_left_020_007_5M_bracken	Simulation_left_050_007_5M_bracken	Simulation_left_100_007_5M_bracken	Simulation_left_150_007_5M_bracken	Simulation_left_200_007_5M_bracken	Simulation_left_250_007_5M_bracken	Simulation_left_300_007_5M_bracken	Simulation_left_500_007_5M_bracken	Simulation_left_010_015M_bracken	Simulation_left_020_015M_bracken	Simulation_left_050_015M_bracken	Simulation_left_100_015M_bracken	Simulation_left_150_015M_bracken	Simulation_left_200_015M_bracken	Simulation_left_250_015M_bracken	Simulation_left_300_015M_bracken	Simulation_left_500_015M_bracken	Simulation_left_010_030M_bracken	Simulation_left_020_030M_bracken	Simulation_left_050_030M_bracken	Simulation_left_100_030M_bracken	Simulation_left_150_030M_bracken	Simulation_left_200_030M_bracken	Simulation_left_250_030M_bracken	Simulation_left_300_030M_bracken	Simulation_left_500_030M_bracken	Simulation_left_010_045M_bracken	Simulation_left_020_045M_bracken	Simulation_left_050_045M_bracken	Simulation_left_100_045M_bracken	Simulation_left_150_045M_bracken	Simulation_left_200_045M_bracken	Simulation_left_250_045M_bracken	Simulation_left_300_045M_bracken	Simulation_left_500_045M_bracken	Simulation_left_010_090M_bracken	Simulation_left_020_090M_bracken	Simulation_left_050_090M_bracken	Simulation_left_100_090M_bracken	Simulation_left_150_090M_bracken	Simulation_left_200_090M_bracken	Simulation_left_250_090M_bracken	Simulation_left_300_090M_bracken	Simulation_left_500_090M_bracken	Simulation_left_010_150M_bracken	Simulation_left_020_150M_bracken	Simulation_left_050_150M_bracken	Simulation_left_100_150M_bracken	Simulation_left_150_150M_bracken	Simulation_left_200_150M_bracken	Simulation_left_250_150M_bracken	Simulation_left_300_150M_bracken	Simulation_left_500_150M_bracken
Streptomyces chartreusis	0.0002	0.0003	0.0001	0.0002	0.0002	0.0029	0.0001	0.0004	0.0001	0	0.0002	0.0004	0.0001	0.0004	0.0001	0.001	0.0009	0.0003	0	0.0001	0.0001	0.0025	0.0001	0.0002	0.001	0.0004	0.0001	0.0003	0.0004	0.0001	0.0001	0	0.0002	0.0003	0.0002	0.0002	0.0001	0.0703	0.0004	0.0015	0.0045	0.0012	0.0007	0.0009	0.0003	0	0.001	0.0015	0.0009	0.0001	0.0002	0.0041	0.0005	0.0042
Winogradskyella sediminis	0	0	0	0	0	0	0.0001	0.0001	0.0001	0.0002	0	0.0001	0	0	0	0	0.0002	0.001	0.0003	0.0026	0	0.0001	0	0	0	0.0001	0.0003	0	0	0.0004	0	0	0	0	0.0001	0.0001	0	0	0.0006	0	0	0	0	0.0001	0.0001	0	0.0001	0.0001	0.0002	0	0	0.0001	0	0.0001
Bradyrhizobium sp. SK17	0	0	0	0.0001	0.0001	0	0	0.0007	0.0001	0	0	0	0	0	0	0	0	0.0001	0	0	0.0592	0.0001	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0.0001	0	0	0	0.0039	0	0	0	0.0001	0.0002	0	0	0	0.0001
Pandoraea norimbergensis	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0.0001	0.0017	0.0001	0	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0.0002	0.0004	0	0	0	0	0	0	0	0	0.0008	0	0	0	0.0001
Marinovum algicola	0.0001	0	0	0.0002	0.0002	0.0122	0.0003	0.0002	0.0004	0.0007	0.0001	0.0004	0.0004	0.0004	0.0003	0.0003	0.0002	0.0012	0.0001	0.0001	0	0.0002	0.0005	0.0002	0.0003	0.0001	0.0001	0	0	0	0.0001	0	0.0006	0.0001	0.0001	0.0002	0.0001	0	0.0001	0.0003	0.0002	0.0004	0.0002	0.0001	0.0003	0	0.0005	0.0001	0.0002	0.0001	0.0002	0.0003	0.0002	0.0084
Methylibium petroleiphilum	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0.0009	0.0002	0	0	0	0	0	0	0	0.0008	0.0002	0	0	0	0.0001	0	0	0	0	0	0	0	0.0007	0	0.0001	0.143	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morganella morganii	0	0	0	0	0	0	0	0	0	0	0	0.0207	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0014	0	0
Paraburkholderia caledonica	0	0.0001	0	0	0	0.0001	0	0	0.0001	0	0	0	0	0.0002	0.0001	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0.0001	0.0013	0	0.0003	0	0.0008	0.0002	0	0	0.0051	0	0	0	0	0	0.0002	0.0006	0	0.0001	0	0	0	0.0001	0.0001	0.0004	0	0	0.0001
Calothrix sp. PCC 7507	0	0	0	0	0.0157	0	0	0.0026	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0	0.0004	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces scabiei	0	0.0002	0.0001	0.0001	0.0001	0.0008	0	0.0127	0.0001	0	0.0001	0.0002	0	0.0003	0.0001	0.0006	0.0002	0.0006	0	0	0.0001	0.0012	0.0001	0.0001	0.0001	0.0006	0.0001	0.0003	0.0003	0	0.0001	0	0.0022	0.0001	0.0001	0.0001	0.0001	0.0039	0.0002	0.0036	0.0009	0.0007	0.0004	0.0001	0.0001	0	0.0005	0.0009	0.0007	0	0.0001	0.0001	0.0007	0.0001
Neisseria sicca	0	0	0	0	0	0	0.0003	0	0.0019	0	0	0	0	0	0	0	0	0	0.1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0.0003
Paenibacillus sp. JZ16	0	0	0.0001	0	0.0163	0	0.0004	0	0.0001	0	0	0.0001	0	0	0	0.0001	0.0001	0	0	0	0	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0.0647	0	0.0001	0	0	0	0.0001	0.0001	0	0	0.0032	0.0001	0.0001	0	0.0002	0	0.0001	0	0	0	0
Sulfitobacter pseudonitzschiae	0.0001	0	0	0.0001	0.0002	0.0004	0.0004	0.0002	0.0008	0.0004	0	0.0002	0.0004	0.0004	0.0003	0.0004	0.0003	0.0003	0.0002	0	0	0.0001	0.0005	0.0006	0.0003	0.0001	0.0001	0	0	0.0001	0.0002	0.0001	0.0004	0.0002	0.0002	0.0002	0	0	0	0.0003	0.0002	0.0004	0.0002	0.0001	0.0006	0	0.0006	0.0001	0.0002	0.0002	0.0002	0.0003	0.02	0.0003
Alistipes finegoldii	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0.0002
Bacillus altitudinis	0	0.1622	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0.0001	0	0	0	0	0	0	0	0	0.0001	0
Serpentinomonas raichei	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0002	0.1229	0	0	0.0001	0.0001	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0
Treponema azotonutricium	0	0	0	0	0	0	0	0	0	0	0.1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryobacterium sp. LW097	0.0001	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0.004	0.0001	0	0	0	0	0.0001	0	0	0	0.0001	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0.0011	0	0	0	0	0	0	0	0	0.0001
Streptomyces venezuelae	0.0003	0.001	0.0002	0.0011	0.0011	0.0014	0.0001	0.0008	0.0003	0.0001	0.0005	0.0006	0.0001	0.0009	0.0005	0.0014	0.0007	0.0015	0	0.0002	0.0002	0.0019	0.0005	0.0005	0.0004	0.0021	0.0014	0.0012	0.0016	0.0004	0.0003	0.0002	0.0005	0.0003	0.0007	0.0004	0.0004	0.0043	0.0015	0.0009	0.0013	0.0011	0.0006	0.0004	0.0257	0.0001	0.0031	0.0019	0.0007	0.0002	0.0003	0.0003	0.0011	0.0006
Saccharopolyspora erythraea	0.0001	0.0004	0.0001	0.0001	0.0001	0.0003	0.0004	0.0001	0.0002	0	0.0008	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0	0.0001	0.0001	0.0557	0.0001	0	0.0001	0.0013	0.0002	0.0006	0.0002	0.0001	0	0	0.0103	0.0002	0.0001	0.0002	0.0001	0.0001	0.0001	0	0.0004	0.0001	0.0001	0.0001	0.0001	0.0001	0.0005	0.0002	0.0004	0.0007	0.0001	0.0001	0.0001	0.0039
Pseudomonas aeruginosa	0.0001	0.0001	0	0.0001	0.0007	0.0002	0.0004	0.0002	0.0003	0.0002	0.0003	0.0007	0.0006	0.0001	0.0002	0.0002	0.0002	0.0005	0.0001	0.0002	0.0002	0.0005	0.0002	0.0004	0.0013	0.0003	0.0007	0.001	0.0001	0.0002	0.0001	0.0005	0.002	0.0002	0.0002	0.0005	0.0003	0.0001	0.0004	0.0005	0.0003	0.0006	0.0005	0.0002	0.0003	0.001	0.0006	0.1019	0.0004	0.0004	0.0002	0.0003	0.0004	0.0002
Solimonas sp. K1W22B-7	0	0	0	0.0001	0	0.0004	0	0.0001	0	0	0.0002	0	0	0	0	0	0	0.0003	0	0	0	0	0.0011	0.0002	0	0.0017	0	0	0	0	0	0	0	0	0.0003	0	0.0002	0	0	0	0.0003	0	0	0.0001	0	0	0	0	0	0.0001	0	0	0.0001	0
Crateriforma conspicua	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0.0001	0	0.0099	0.0001	0	0	0	0	0	0.0001	0	0.0001	0.0338	0.001	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0
Syntrophus aciditrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0.0086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio owensii	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0.0001	0	0	0.0001	0	0.0001	0.0001	0	0	0	0	0.0001	0
Desulfarculus baarsii	0	0	0	0	0	0.0055	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0.0001	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces phaeolivaceus	0	0.0001	0	0.0001	0.0001	0.0012	0	0.0007	0.0001	0	0.0001	0.0001	0	0.0002	0.0001	0.001	0.0001	0.0007	0	0	0	0.0016	0.0001	0.0001	0.0001	0.0009	0.0001	0.0002	0.0002	0	0.0001	0	0.0009	0.0001	0.0001	0.0001	0.0001	0.0043	0.0002	0.003	0.0007	0.0012	0.0002	0.0001	0.0001	0	0.0005	0.001	0.0015	0	0.0001	0.0001	0.0004	0.0001
Paenibacillus baekrokdamisoli	0	0	0.0002	0	0	0	0	0	0	0	0	0.0003	0	0	0.0001	0	0	0	0	0.0001	0	0	0	0	0	0.0001	0	0	0	0.122	0.0001	0	0	0	0	0.0001	0	0	0	0.0002	0.0001	0	0	0	0.0001	0.0001	0	0.0001	0	0.0001	0	0	0	0
Aquimarina sp. AD10	0	0	0	0	0	0	0	0.0001	0.0001	0.0001	0	0	0	0	0	0	0.0001	0.0001	0.0002	0.0001	0	0	0	0	0	0.0001	0.0002	0	0	0.0002	0.0001	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0.0004	0.0001	0	0	0	0.0001	0
Aeromonas schubertii	0	0	0	0.0001	0	0	0	0	0	0.0002	0	0	0	0.0059	0.0001	0.0001	0.0002	0.0001	0.0932	0	0	0.0071	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0002	0	0	0.0002	0.0001
Amphibacillus xylanus	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0.0001	0	0	0	0	0	0.0002	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0	0	0.0001	0
Paenibacillus sp. FSL R7-0331	0	0	0.0005	0	0	0	0.0189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0.0005	0	0.0001	0	0	0	0.0015
Geodermatophilus obscurus	0.0001	0.0001	0	0.0008	0.0001	0.0001	0.0001	0.0167	0	0	0.0001	0.0001	0	0.0003	0	0.0001	0.0005	0.0014	0	0.0001	0	0.0001	0.0046	0	0.0007	0.0015	0.0007	0.0007	0	0.0001	0.0507	0.0004	0.0001	0.0025	0.0001	0.0003	0.0001	0	0.0001	0	0.0001	0.0003	0.0018	0	0.0001	0	0.0002	0.0001	0	0.0001	0.0026	0.0001	0	0.0001
Lacrimispora saccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0.0001	0	0.0348	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0594	0	0	0	0.0001	0	0.0206	0.0005	0
Comamonas kerstersii	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1216	0	0.0001	0	0	0	0.0003	0	0	0.0001	0.0002	0	0	0	0	0	0	0.0001	0	0.0001	0.0001	0	0	0	0	0	0.0007	0	0	0	0	0
Streptomyces sp. NEAU-sy36	0.0001	0.0002	0	0.0001	0.0003	0.0003	0	0.0002	0.0001	0	0.0001	0.0001	0	0.0151	0.0001	0.0003	0.0002	0.0001	0	0	0.0002	0.0006	0.0001	0.0002	0.0001	0.0001	0.0001	0.0002	0.0004	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0003	0.0001	0.0015	0.0004	0.0005	0.0005	0.0005	0.0001	0.0001	0.0004	0	0.0006	0.0004	0.0002	0.0001	0.0001	0.0001	0.0002	0.0001
Virgibacillus dokdonensis	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0009	0	0	0	0	0	0	0	0	0.0115	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0
Fischerella sp. NIES-3754	0	0	0	0	0	0	0	0	0	0.0002	0	0.1172	0	0	0	0	0	0	0	0	0	0.0003	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces glomeroaurantiacus	0	0.0002	0.0001	0.0001	0.0002	0.0009	0	0.0002	0.0001	0	0.0001	0.0001	0	0.0002	0.0001	0.0007	0.0001	0.0002	0	0	0.0001	0.0011	0.0001	0.0001	0.0001	0.0002	0.0001	0.0003	0.0002	0	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0001	0.0027	0.0003	0.0005	0.0005	0.0053	0.0003	0.0001	0.0001	0	0.0006	0.033	0.0007	0.0001	0.0001	0.0001	0.0004	0.0001
Streptomyces sp. HM190	0.0001	0.0002	0	0.0001	0.0001	0.0006	0	0.0088	0.0001	0	0.0001	0.0002	0	0.0002	0.0001	0.0005	0.0002	0.0002	0	0	0.0003	0.0011	0.0001	0.0002	0.0001	0.0007	0.0001	0.0001	0.0002	0	0.0001	0	0.0003	0	0.0001	0.0001	0.0001	0.0034	0.0003	0.0397	0.0008	0.0006	0.0002	0.0001	0.0001	0	0.0005	0.0009	0.0005	0.0001	0.0001	0.0001	0.0003	0.0001
Phocaeicola dorei	0	0.0003	0.1073	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0.0077	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0	0.0001	0	0	0	0	0	0.0002	0	0	0.0003	0	0	0	0	0.0005	0.0001	0	0.0002	0	0.0001	0.0002	0.0001
Alteromonas macleodii	0	0	0	0	0	0	0.0053	0	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.01	0	0.0001	0.0001	0	0.0021	0	0	0	0	0	0	0	0.0001	0.0005	0	0.087	0	0	0.0001	0	0	0	0.0021	0	0	0	0.0001	0	0	0	0.0001	0
Micromonospora auratinigra	0.0001	0	0.0003	0.0001	0.0001	0.0002	0	0.0001	0.0002	0	0.0001	0.0003	0	0.0001	0	0.0001	0.0001	0.0003	0	0	0	0.0001	0.0001	0.0004	0.0001	0	0.0001	0.0004	0.0001	0.0001	0.0001	0.029	0.003	0.0001	0.0001	0.0001	0.0001	0	0.0001	0	0.0003	0.0001	0	0.0062	0.0001	0	0.0002	0.0001	0	0.0001	0.0001	0.0003	0.0001	0.0001
Micromonospora zamorensis	0	0	0.0002	0.0001	0.0001	0.0001	0	0.0001	0.0001	0	0.0001	0.0003	0	0	0	0.0001	0.0001	0.0004	0	0.0001	0	0.0001	0	0.0002	0.0018	0	0.0001	0.0002	0.0001	0	0.0001	0	0	0.0001	0.0001	0.0006	0.0001	0	0	0	0.0091	0	0	0	0	0	0.0002	0.0001	0	0.0001	0.0001	0.0123	0.0001	0.0003
Auritidibacter sp. NML130574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0
Beijerinckia indica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amycolatopsis sp. AA4	0.0001	0.0021	0.0001	0.0013	0.0001	0.0003	0.0002	0.0001	0.0033	0	0.0008	0.0001	0.0043	0.0001	0.0001	0.0001	0.0027	0.0002	0	0.0001	0.0002	0.0001	0.0389	0.0001	0.0006	0.0005	0.0135	0.0003	0.0001	0.0001	0	0	0.0001	0.0002	0.0001	0.0004	0.0001	0	0.0001	0	0.0001	0.0001	0	0.0009	0	0.0001	0.0003	0.0003	0.0001	0.0001	0.0036	0.0001	0.0001	0.0004
Limnoglobus roseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088	0	0	0.0002	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter asburiae	0	0	0	0	0.0001	0.0001	0.0001	0	0.002	0	0	0	0.0002	0.0001	0	0	0.0001	0.0001	0	0	0.0002	0.0001	0	0	0	0.0004	0	0	0.1288	0	0	0	0.0001	0	0	0	0.0013	0	0	0	0	0.0002	0	0	0.0005	0	0	0	0	0	0	0	0.0003	0
Actinoplanes sp. OR16	0.0001	0.0001	0.0005	0.0002	0.0002	0.0002	0.0001	0.0002	0.0001	0	0.0003	0.0008	0.002	0.0011	0.0001	0.0001	0.0001	0.0003	0	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0003	0.0002	0.0001	0.0005	0	0.001	0.0002	0.0001	0.0002	0.0002	0.0001	0.0002	0	0.0001	0.0001	0.0001	0.0001	0.0001	0	0.0006	0.0002	0.0001	0.0001	0.0001	0.0001	0.0001	0.0004
Streptomyces sp. CB09001	0	0.0001	0	0.0001	0.0001	0.0003	0.0004	0.0001	0	0	0	0.0001	0	0.0001	0	0.0002	0.0001	0.0001	0	0	0.0009	0.0003	0	0.0001	0.0001	0.0001	0	0.0001	0.0001	0	0	0	0.0001	0	0.0001	0.001	0	0.0014	0.0865	0.0002	0.0003	0.0002	0.0001	0.0001	0.0003	0	0.0003	0.0004	0.0001	0	0	0	0.0001	0.0001
Burkholderia stagnalis	0.0003	0	0	0	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0898	0	0	0	0	0	0	0	0	0.0003	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0
Desulfotomaculum ferrireducens	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0.0876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0
Citromicrobium sp. JL477	0	0	0	0	0	0	0.0045	0	0	0	0	0	0.0003	0	0.0001	0.0002	0.0001	0	0	0	0	0	0	0.0001	0.0001	0	0.0001	0	0	0	0.0001	0	0	0	0.0001	0.0001	0	0	0	0	0.0001	0	0.0001	0	0	0.0001	0	0	0	0	0	0.0001	0	0
Aeromonas hydrophila	0	0	0.0007	0.0004	0	0.0007	0	0.0005	0.0002	0.0062	0.0001	0.0001	0.0001	0.0001	0.0013	0.0007	0.0011	0.0006	0.0085	0	0	0.0203	0.0082	0.0001	0.0002	0.0003	0.0009	0.0002	0.0001	0	0.0001	0.0001	0	0	0.0001	0.0001	0.0001	0.0001	0	0	0.0002	0.0001	0.0001	0	0.0009	0	0.0001	0	0.0001	0.0035	0	0.0006	0.0138	0.0016
Mycobacterium sp. JS623	0	0	0.0001	0.0001	0	0	0.0001	0	0	0	0.0001	0	0.0011	0.0001	0	0	0	0	0	0	0.0001	0.0001	0.0001	0	0	0.0859	0	0	0.0017	0	0	0	0.0001	0	0.0001	0	0.0003	0	0	0.0001	0	0.0139	0	0.0003	0.0001	0.0001	0.0001	0	0	0	0.0001	0	0.0001	0.0001
Janthinobacterium agaricidamnosum	0.0003	0	0	0	0.0001	0.0001	0.0009	0.0008	0.0008	0	0.0202	0.0001	0.0004	0	0.0005	0	0	0.0002	0	0	0.0001	0	0	0.0001	0.0001	0.0067	0.0001	0.0001	0	0.0006	0.0002	0.0001	0.0006	0.0053	0	0	0.0001	0.0001	0	0	0	0	0.0005	0	0.0001	0	0.0001	0	0.0001	0.0003	0	0	0	0.0001
Corynebacterium mustelae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus denitrificans	0	0	0	0.0001	0.0001	0.0002	0.0002	0.0001	0.0001	0.0003	0	0.0001	0.0001	0.0002	0.0003	0.0001	0.0001	0.0001	0.0001	0	0	0	0.0001	0	0.001	0.0001	0.0001	0	0	0	0.0005	0	0.0001	0.0001	0.0001	0.0001	0	0	0.0001	0.0001	0.0001	0.0002	0.0006	0.0001	0.0001	0	0.0001	0.0001	0.0003	0.0007	0.0001	0.0007	0.0001	0.0003
Photobacterium gaetbulicola	0	0	0	0.0002	0	0	0.0001	0	0.0001	0	0	0	0	0	0.0525	0.0001	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088	0	0	0.0002	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces tendae	0.0001	0.0001	0	0.0001	0.0001	0.0003	0	0.0001	0.0001	0	0.0001	0.0001	0	0.0001	0.0001	0.0003	0.0001	0.0001	0	0	0.0001	0.0005	0.0001	0.0096	0.0001	0.0001	0.0001	0.0002	0.0002	0	0.0001	0	0.0001	0	0.0001	0.0001	0.0001	0.0014	0.0002	0.0003	0.0005	0.0002	0.0001	0.0186	0.0001	0	0.0004	0.0021	0.0002	0	0.0001	0.0001	0.0001	0.0019
Streptomyces albus	0.0001	0.0112	0.0001	0.0004	0.0005	0.0004	0.0001	0.0014	0.0003	0.0001	0.0002	0.0002	0.0001	0.0375	0.0002	0.0006	0.0004	0.0003	0	0.0001	0.0001	0.0005	0.0006	0.0002	0.0002	0.0002	0.0001	0.0005	0.0007	0.0001	0.0001	0.0001	0.0002	0.0001	0.0006	0.0002	0.0003	0.001	0.0009	0.0002	0.0005	0.0004	0.0143	0.0002	0.0002	0.0001	0.0015	0.0006	0.0002	0.0001	0.0001	0.0001	0.0006	0.0028
Roseovarius indicus	0.0001	0	0	0.0002	0.0002	0.0004	0.0002	0.0003	0.0004	0.0009	0.0001	0.0005	0.0004	0.0005	0.0002	0.0002	0.0002	0.0002	0.0001	0	0	0.0001	0.0005	0.0002	0.0003	0.0001	0.0002	0	0	0	0.0001	0	0.0004	0.0001	0.0001	0.0001	0	0	0.0001	0.0005	0.0002	0.0004	0.0001	0.0001	0.0004	0	0.0011	0.0848	0.0001	0.0002	0.0002	0.0002	0.0002	0.0002
Burkholderia territorii	0.0033	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.005	0.0001	0	0.0981	0	0	0	0	0	0	0.0002	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0
Paenibacillus larvae	0	0.0001	0.0032	0.0016	0.0018	0.0012	0.0015	0.0015	0.002	0	0.0016	0.002	0.0013	0.0009	0.0024	0.0014	0.0019	0.0009	0	0.0041	0.001	0.0007	0.0026	0.0022	0.0007	0.0015	0.0013	0	0.0003	0.0003	0.0028	0.0006	0.0005	0.0019	0.0015	0.0021	0.0013	0.0008	0.0007	0.0022	0.0033	0.0015	0.0009	0.0009	0.0018	0.0031	0.0001	0.0048	0.0005	0.003	0.0017	0.0014	0.0017	0.0016
Streptomyces ferrugineus	0	0.0002	0.0001	0.0001	0.0001	0.0019	0	0.0003	0.0001	0	0.0001	0.0002	0	0.0003	0	0.0005	0.0001	0.0001	0	0	0.0001	0.0012	0.0001	0.0001	0.0009	0.0003	0.0001	0.0002	0.0002	0	0.0001	0	0.0001	0.0001	0.0001	0.0001	0	0.0703	0.0002	0.001	0.001	0.0008	0.0005	0.001	0.0002	0	0.0005	0.0006	0.0005	0.0001	0.0001	0.0001	0.0003	0.0002
Paenibacillus durus	0	0	0.0007	0	0.0001	0	0.0001	0	0.0001	0	0	0	0	0	0.0006	0	0	0	0	0.0001	0	0	0.0001	0.0001	0	0.0002	0	0	0	0	0.0001	0	0	0.0001	0	0.0001	0	0	0.0529	0.0002	0.0001	0	0	0	0.0001	0.0001	0	0.0005	0	0.0001	0	0	0	0.004
Streptomyces sp. SS52	0	0.0001	0	0.0001	0	0.0002	0	0.0001	0	0	0	0.0001	0	0.0002	0	0.0001	0.0001	0	0	0	0.0797	0.0002	0	0	0	0	0	0.0001	0.0001	0	0	0	0.0001	0	0	0.0001	0.0001	0.0009	0.0001	0.0001	0.0002	0.0001	0.0001	0	0.0001	0	0.0003	0.0003	0.0001	0	0	0	0.0001	0
Comamonas testosteroni	0	0	0	0	0.0008	0.0002	0.0051	0.0001	0	0	0.0001	0.0002	0.0001	0.0001	0	0.0001	0	0.0001	0	0	0.0002	0.0001	0	0.043	0.0004	0	0	0.0001	0.0007	0	0	0.0005	0.0005	0.0001	0.0001	0.0001	0.0001	0.0001	0	0.0002	0	0.0023	0.0001	0.0001	0.0001	0	0	0	0.0023	0.0001	0.0001	0.0001	0	0.0002
