name	Simulation_left_010_007_5M_k	Simulation_left_020_007_5M_k	Simulation_left_050_007_5M_k	Simulation_left_100_007_5M_k	Simulation_left_150_007_5M_k	Simulation_left_200_007_5M_k	Simulation_left_250_007_5M_k	Simulation_left_300_007_5M_k	Simulation_left_500_007_5M_k	Simulation_left_010_015M_k	Simulation_left_020_015M_k	Simulation_left_050_015M_k	Simulation_left_100_015M_k	Simulation_left_150_015M_k	Simulation_left_200_015M_k	Simulation_left_250_015M_k	Simulation_left_300_015M_k	Simulation_left_500_015M_k	Simulation_left_010_030M_k	Simulation_left_020_030M_k	Simulation_left_050_030M_k	Simulation_left_100_030M_k	Simulation_left_150_030M_k	Simulation_left_200_030M_k	Simulation_left_250_030M_k	Simulation_left_300_030M_k	Simulation_left_500_030M_k	Simulation_left_010_045M_k	Simulation_left_020_045M_k	Simulation_left_050_045M_k	Simulation_left_100_045M_k	Simulation_left_150_045M_k	Simulation_left_200_045M_k	Simulation_left_250_045M_k	Simulation_left_300_045M_k	Simulation_left_500_045M_k	Simulation_left_010_090M_k	Simulation_left_020_090M_k	Simulation_left_050_090M_k	Simulation_left_100_090M_k	Simulation_left_150_090M_k	Simulation_left_200_090M_k	Simulation_left_250_090M_k	Simulation_left_300_090M_k	Simulation_left_500_090M_k	Simulation_left_010_150M_k	Simulation_left_020_150M_k	Simulation_left_050_150M_k	Simulation_left_100_150M_k	Simulation_left_150_150M_k	Simulation_left_200_150M_k	Simulation_left_250_150M_k	Simulation_left_300_150M_k	Simulation_left_500_150M_k
Nocardia farcinica	0	0	0	0.0003107	0	0	0	0	0	0	0.001644	0	0	0	0	0	0.0001034	0	0	0	0	0	0.0001747	0	0.0001049	0.0002003	0.0004824	0.0001009	0.0001318	0	0	0.0001013	0.0001319	0.03116	0	0.0001086	0	0	0	0	0	0.000215	0.000985	0.0001504	0.0001116	0.0005607	0.001819	0	0	0	0	0	0	0
Bacillus altitudinis	0	0.03797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004452	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia hospita	0	0	0	0	0	0	0	0	0.000194	0	0	0	0	0	0	0	0.0001957	0	0	0	0	0	0.02509	0.003503	0.0001034	0.000212	0.0002537	0.002003	0	0	0	0.00021	0	0	0	0	0	0	0	0.004815	0	0.0006515	0	0	0	0	0	0	0	0.0001179	0.0002954	0	0	0
Flavobacterium sp. F-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002237	0	0	0	0	0	0	0	0	0.0001985	0	0	0	0	0	0	0	0.03652	0.0002006	0	0	0	0	0	0
Nonomuraea sp. ATCC 55076	0	0	0	0.006439	0.0004215	0.001687	0	0.0002859	0	0	0	0.0001135	0	0.0004607	0	0.001867	0.0007029	0.00246	0	0	0	0.0008315	0	0	0.0003098	0	0.001295	0.0002917	0	0.0001061	0.0004309	0	0	0.0005092	0.0001683	0	0	0	0	0	0	0.0001388	0	0	0	0	0.01776	0.0001654	0	0.0001014	0.0001018	0	0	0.0001851
Arthrobacter sp. YN	0	0	0	0	0.002469	0	0	0	0.0001041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02038	0	0	0	0.0001518	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006404	0.007208	0	0	0
Flavisolibacter tropicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002743	0	0	0	0	0	0	0	0.01692	0	0	0	0	0	0.01696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erwinia gerundensis	0	0	0.03659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium drakei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium sp. SK17	0	0	0	0	0	0	0	0.0002216	0	0	0	0	0	0	0	0	0	0	0	0	0.03404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002009	0	0	0	0	0	0	0	0	0
Microbacterium lemovicicum	0	0	0.01469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioalkalivibrio paradoxus	0.03438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraprevotella xylaniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02959	0	0.004085	0	0.001642
Amycolatopsis sp. AA4	0	0.0009203	0	0.0005672	0	0.0001197	0	0	0.001541	0	0.0003494	0	0.001677	0	0	0	0.0009691	0	0	0	0	0	0.01916	0	0.0002138	0.000161	0.007337	0.0001287	0	0	0	0	0	0	0	0.0001255	0	0	0	0	0	0	0	0.0003413	0	0	0	0	0	0	0.001504	0	0	0.0001213
Nonomuraea gerenzanensis	0	0	0	0.006817	0.0004637	0.001793	0	0.0002633	0	0	0	0	0	0.000392	0	0.001974	0.0005437	0.0001027	0	0	0	0.0007809	0	0	0.0002859	0	0.001415	0.0002636	0	0	0.0004701	0	0	0.000521	0.0001541	0	0	0	0	0	0	0.0001296	0	0	0	0	0.0181	0.0001456	0	0	0	0	0	0.0001719
Leptospira weilii	0	0	0	0	0	0	0.01146	0.001148	0	0	0	0	0	0	0	0.0001223	0	0	0	0	0	0	0	0	0.004622	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01701	0	0.0002475	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. HM190	0	0	0	0	0	0.0002669	0	0.004608	0	0	0	0	0	0	0	0.0002279	0	0	0	0	0.0001011	0.000543	0	0	0	0.000322	0	0	0	0	0	0	0.000152	0	0	0	0	0.001802	0.0001014	0.02505	0.0003843	0.0002063	0	0	0	0	0.0001021	0.0003474	0.0001967	0	0	0	0.0001293	0
Streptomyces peucetius	0	0	0	0	0	0.0001195	0	0	0	0	0	0	0	0.0001013	0	0	0	0	0	0	0.02603	0.0001222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009177	0.0001057	0.0001481	0.0001005	0	0	0	0	0	0.000115	0.0001125	0	0.00641	0	0	0	0
Weissella paramesenteroides	0	0	0	0	0.03343	0	0	0	0	0	0	0	0	0	0	0	0.0004661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laceyella sacchari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01363	0.0007292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01134	0	0	0.008468	0	0
Photobacterium gaetbulicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02836	0	0	0.0007767	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004691	0	0	0	0.0001154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myxococcus xanthus	0	0	0	0.0001584	0	0	0	0.0002127	0	0	0	0	0	0	0	0	0	0.00841	0	0	0	0	0	0	0	0	0	0	0	0	0.0001169	0.00348	0.01406	0	0.002096	0.002958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001139	0	0	0.001933
Hoyosella subflava	0	0	0	0	0.02264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001723	0.008928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces albus	0	0.006019	0	0.0001807	0.0002117	0.0001717	0	0.0006415	0	0	0	0	0	0.02075	0	0.0002726	0.0001645	0.0001163	0	0	0	0.0002658	0.0002037	0.0001068	0	0	0	0.0001916	0.0002376	0	0	0	0	0	0.0001506	0	0	0.0004558	0.0003512	0.0001287	0.0002231	0.000133	0	0	0	0	0.0003895	0.0002096	0	0	0	0	0.0002191	0.001448
Paenibacillus durus	0	0	0.0001688	0	0	0	0	0	0	0	0	0	0	0	0.000255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03141	0	0	0	0	0	0	0	0	0.0001322	0	0	0	0	0	0.001226
Paraburkholderia megapolitana	0	0	0	0	0	0.006952	0	0	0	0	0	0	0.02472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004493	0	0	0	0.0002959	0	0	0	0	0	0	0	0	0	0	0	0	0.0001029	0	0	0	0	0	0.0001652	0	0	0
Paenibacillus beijingensis	0	0	0	0	0	0.03212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003004	0	0	0	0	0	0
Bradyrhizobium zhanjiangense	0	0	0	0	0.0003367	0	0	0.0002809	0	0	0	0	0	0.03148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002065
Thermoanaerobacterium thermosaccharolyticum	0	0	0	0	0	0	0	0.001344	0	0	0	0.0004121	0	0	0	0	0	0.0001038	0	0	0.01975	0	0	0.01052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001648
Pectobacterium parmentieri	0	0	0.001306	0	0	0	0	0	0.0001137	0	0	0	0	0	0	0	0	0	0	0	0.02613	0	0.0005512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003684	0	0	0.0002853	0	0	0	0	0	0	0	0	0	0	0	0	0
Heyndrickxia oleronia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02377	0	0	0	0	0	0	0	0	0	0	0	0
Mucilaginibacter celer	0	0	0	0	0	0.0005743	0	0	0	0	0	0	0	0	0	0	0.0002483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03082	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kibdelosporangium phytohabitans	0	0.0002489	0	0	0	0.0001169	0	0	0	0	0.000793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001369	0	0.0001014	0	0	0	0.01033	0	0	0	0	0	0	0.0003124	0	0	0.01937	0	0	0	0	0.0001155	0	0	0	0	0	0	0
Mycoplasmopsis bovirhinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004699	0.03076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides caecimuris	0	0	0.02392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces rimosus	0	0.0002437	0	0	0	0	0	0.0006344	0	0	0	0	0	0.0001063	0	0.006635	0	0	0	0	0	0.000101	0	0	0	0	0	0	0.0001132	0	0	0	0	0	0	0	0	0.0002508	0.0002064	0	0.01926	0	0	0.002704	0	0	0.0002344	0.0001061	0	0	0	0	0.0003517	0
Streptomyces nigra	0	0	0	0	0	0.0003047	0	0.0001276	0	0	0	0	0	0	0	0.0001593	0.01768	0.003034	0	0	0	0.0004349	0	0	0.0001135	0	0	0	0	0	0	0	0	0	0	0	0	0.007418	0.0001092	0.0003081	0.0003167	0.0001276	0	0.000136	0	0	0.0001193	0.000315	0.0001194	0	0	0	0.0001236	0
Metabacillus sp. cB07	0	0	0	0.03088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocaeicola vulgatus	0	0	0.000116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02413	0	0	0	0	0	0	0	0	0	0	0	0.006417	0	0	0
Sandaracinus amylolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007236	0	0	0	0	0	0	0	0	0	0.001105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01663	0	0	0	0	0	0	0	0.005566	0	0	0	0
Xanthomonas oryzae	0	0	0	0	0	0.0002725	0	0	0.0002819	0	0	0	0.0001053	0	0.0001616	0	0	0.0001529	0	0	0.0008759	0	0	0	0	0	0.0001399	0	0	0	0	0	0.0007087	0.001861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008422	0.0248	0	0	0	0
Streptomyces bingchenggensis	0	0.000228	0	0.0001039	0.0001099	0.0002792	0	0.0001263	0	0	0	0	0	0	0	0.0002233	0.0001879	0	0	0	0	0.00029	0.001673	0	0	0	0	0.000147	0.0002153	0	0	0	0	0	0	0	0	0.000804	0.0002601	0.0001379	0.0002956	0.0001904	0	0	0	0	0.0003097	0.0001533	0	0	0	0.02409	0.0002323	0
Synechococcus sp. CC9311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008507	0	0	0	0	0.02854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides cellulosilyticus	0	0.0003979	0	0	0	0	0	0	0	0	0.02347	0	0	0	0	0.003753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002105	0	0	0	0.0002456	0	0	0.0001105	0	0	0	0	0	0.000875	0	0.0001582	0	0	0.0001243	0	0	0	0
Streptomyces venezuelae	0	0.0004833	0	0.000444	0.0004069	0.0004787	0	0.0003309	0	0	0.0001524	0	0	0.0002943	0.0001589	0.0005707	0.0002125	0.0005414	0	0	0	0.000825	0.0001398	0.000225	0.0001143	0.0008156	0.000535	0.0002372	0.0005978	0.0001415	0	0	0.0001818	0.0001004	0.0002342	0.0001368	0.0001307	0.002194	0.0006104	0.0004849	0.000543	0.0003584	0	0.0001654	0.01388	0	0.0007391	0.0007137	0.0002284	0	0.0001016	0.0001167	0.0004003	0.0002138
Nostoc sp. NIES-3756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004152	0	0.0273	0	0	0	0	0.001258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces griseoviridis	0	0.0001167	0	0	0	0.0004392	0	0	0	0	0	0	0	0	0	0.0002223	0	0	0	0	0	0.0006564	0	0	0	0	0	0	0.0001304	0	0	0	0	0	0	0	0	0.001619	0.0001708	0.02407	0.0003758	0.0001664	0	0	0	0	0.0001647	0.0003742	0.0001804	0	0	0	0.0001486	0
Caldicellulosiruptor acetigenus	0	0	0	0	0.006969	0	0.00172	0.01987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lederbergia lentus	0	0.02851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter sp. DAB_AL43B	0	0	0	0	0	0	0	0	0	0	0	0.02792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004742	0	0	0	0	0	0
Streptomyces coeruleorubidus	0	0	0	0	0	0.0003944	0	0	0.005969	0	0	0	0	0	0	0.0001409	0.0002494	0	0	0	0	0.0004071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004523	0	0.0003619	0.001299	0.0002117	0	0	0	0	0	0.0002495	0.0001111	0	0.007556	0.001414	0	0.00542
Marichromatium purpuratum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01013	0	0	0	0	0	0	0	0.01702	0	0	0	0	0	0	0	0	0	0	0
Labrenzia sp. VG12	0	0	0	0	0	0	0.02756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. WAC 01438	0	0	0	0	0	0.0002059	0	0	0	0	0	0	0	0	0	0.0001481	0	0	0	0	0.0001712	0.0003273	0	0	0	0	0	0	0	0	0	0.02196	0	0	0	0	0	0.001171	0.0001183	0.000269	0.0002804	0.0001093	0	0	0	0	0.0001713	0.002729	0	0	0	0	0	0
Streptomyces platensis	0	0	0	0	0	0	0	0	0.001126	0	0	0	0	0	0	0.0001122	0	0	0	0	0	0	0	0.007357	0	0.01875	0	0	0	0	0	0	0	0	0	0	0	0.0002054	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001043	0	0
Bradyrhizobium sp. ORS 278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02764	0	0	0	0	0	0
Kushneria marisflavi	0	0	0	0	0.0001161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001175	0	0	0	0	0.008097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01901	0	0	0	0	0
Georhizobium profundi	0	0	0	0.01769	0	0	0	0.00321	0	0	0	0	0	0	0	0	0	0.001973	0	0.0001385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001131	0	0	0	0	0	0	0	0	0	0	0	0.002945	0	0	0
Nonomuraea coxensis	0	0	0	0.002418	0.0003599	0.0009009	0	0.0003141	0	0	0	0	0	0.000543	0	0.001549	0.0007651	0.0001055	0	0	0	0.0009108	0	0	0.0003464	0	0.0006968	0.0002039	0	0.0001176	0.0005275	0	0	0.0003068	0.0001544	0	0.0001333	0	0	0	0	0.0001751	0	0	0	0	0.0156	0.0001493	0	0.0001031	0.0001257	0	0	0.0002039
Clostridium sp. CT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02661	0	0	0	0	0	0	0	0	0	0
Neisseria mucosa	0	0	0	0	0	0	0.0002095	0	0.001515	0	0	0	0	0	0	0	0	0	0.0231	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001445	0	0	0	0	0	0	0	0.001302	0	0	0	0	0	0	0	0	0	0	0	0	0.0002533
Herminiimonas arsenitoxidans	0	0	0	0	0	0	0	0.001314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002796	0	0	0	0	0	0	0	0	0	0	0	0	0.0224	0
Corynebacterium lactis	0	0	0	0	0	0	0.02401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001048	0	0	0	0	0	0	0	0	0.001236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. URMO17WK12:I11	0	0	0	0	0	0	0	0	0.000804	0	0	0	0	0	0	0.02247	0	0	0	0	0	0	0	0	0	0	0	0.0009865	0	0	0	0	0	0	0	0.0001025	0	0	0	0.0009084	0	0	0	0	0	0	0	0.000181	0	0.0006771	0	0	0.0001512	0
Citrobacter werkmanii	0	0	0	0	0.02062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005353	0
Ruegeria sp. AD91A	0	0	0	0	0	0	0	0	0.002274	0	0	0	0	0	0	0.02319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001805	0	0	0	0	0	0	0	0	0
Pectobacterium atrosepticum	0	0	0.006698	0	0	0	0	0	0.0003333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004686	0	0	0	0	0	0	0	0	0	0	0	0.0004904	0	0	0.0119	0	0	0.001464	0	0	0	0	0	0	0	0	0	0	0	0	0
Paludisphaera borealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02527	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium psychrotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0.00726	0	0	0	0	0	0	0	0	0.000132	0	0	0	0.001151	0	0	0.01635	0	0	0	0	0	0	0	0.0001073	0	0	0	0	0	0	0.0001568	0	0	0	0	0	0	0	0	0	0
Mycobacterium dioxanotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0.0001559	0	0	0	0	0	0	0	0	0.0001847	0	0	0	0	0	0	0.0008561	0	0	0	0	0	0	0	0.02277	0	0	0	0	0	0	0.0002244	0.0009545	0	0	0	0	0	0	0	0	0
Mycetohabitans rhizoxinica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pulveribacter suum	0	0	0	0	0.0001301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001102	0	0	0.02397	0	0	0	0	0	0	0	0.0005706	0.0001093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001204	0	0	0	0	0
cyanobacterium endosymbiont of Epithemia turgida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001679	0.02262	0	0	0	0	0	0	0	0	0.0004585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes missouriensis	0	0	0	0	0	0	0	0.0001141	0	0	0	0.0001643	0.0007055	0.0002984	0.02261	0	0	0.0001239	0	0	0	0	0	0	0	0	0	0	0	0	0.0001097	0	0.0003158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002269
Formosa sediminum	0	0	0.02334	0.0002177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114	0.0002404	0	0	0	0	0	0	0	0	0	0.0001666	0	0.0002717	0	0	0	0	0	0	0	0	0	0	0	0	0.0001881	0	0	0	0	0	0	0	0	0
Streptomyces sp. P3	0	0	0	0	0	0.0004555	0	0.0001308	0	0	0	0	0	0.0001202	0	0.0002585	0	0	0	0	0	0.002125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002371	0.0001329	0.0006366	0.0014	0.0002365	0	0.007857	0	0	0.0001267	0.000298	0.0002423	0	0.007868	0	0.0002256	0
Nocardia nova	0	0	0	0.0007207	0	0	0	0	0	0	0.003778	0	0	0	0	0	0	0	0	0	0	0	0.001852	0	0.0002141	0.0001234	0	0	0.000106	0	0.0006563	0.008022	0	0.0001167	0.0003364	0.0001762	0	0	0	0	0	0.0001169	0.0001975	0.0003652	0	0.006232	0.000272	0	0	0	0.001005	0	0.0001687	0
Anabaena sp. WA102	0	0	0	0	0.01368	0	0	0	0.0004633	0	0	0	0	0	0	0	0	0	0	0	0	0.00861	0	0	0	0	0	0	0	0	0	0	0	0	0.001129	0	0	0	0	0	0	0	0	0.0001014	0	0	0	0	0	0	0	0	0	0.0001207
Streptomyces sp. SGAir0924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas shioyasakiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001588	0	0	0	0	0.02149	0.0002654	0	0
Gordonia terrae	0	0	0.0002439	0	0	0	0	0	0	0	0	0	0	0	0.001268	0	0	0	0	0	0	0.000119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01296	0	0	0	0	0.0002493	0.0001043	0	0	0	0	0.008937	0	0
Pseudomonas sp. R5-89-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004984	0	0	0	0	0	0	0.0001141	0.007906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003096	0	0	0	0	0	0	0	0	0	0	0.00764	0	0	0.002899
Comamonas testosteroni	0	0	0	0	0.0001089	0	0.002043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003429	0	0	0	0	0	0	0.0003539	0	0	0	0	0
Paenibacillus sp. 32O-W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002161	0	0	0.0004969	0	0.01681	0	0	0	0
Enterobacter bugandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02306	0	0	0	0.0001048	0	0	0	0	0	0	0	0	0	0	0.0001697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia asteroides	0	0.0001683	0.0001201	0.0009563	0.0002577	0.0001148	0.0004312	0	0	0	0.00143	0	0.0001585	0	0.0001116	0	0.0002235	0.0007099	0	0	0	0.0001283	0.0004401	0	0.000266	0.0007857	0.0001924	0.0002632	0.0002874	0.000251	0.0001344	0.0002003	0.0004197	0.00114	0.0004086	0.0002792	0	0.0001036	0	0	0.0001457	0.000705	0.004552	0.0004752	0.001853	0.001199	0.002662	0	0	0	0.0001431	0.0002277	0.0002742	0.001037
Streptomyces prasinus	0	0	0	0	0.005493	0.0001849	0	0	0	0	0	0	0	0	0	0.0001386	0	0.0006311	0	0	0	0.0002802	0	0	0	0.01252	0	0	0.0001132	0	0	0	0	0	0.001674	0	0	0.0009764	0	0.0002306	0.0003188	0	0	0	0	0	0.0001043	0.0005591	0	0	0	0	0	0
Streptomyces sp. ST1015	0	0.0001061	0	0	0	0.0002867	0	0	0	0	0	0	0	0.01619	0	0.0002409	0	0.001909	0	0	0	0.0007283	0	0	0	0	0	0	0.0001219	0	0	0	0	0	0	0	0	0.001729	0.0001301	0.0003263	0.0004648	0.0002151	0	0	0	0	0.0001592	0.0002219	0.0002374	0	0	0	0.0001497	0
Thermoanaerobacter kivui	0	0	0	0.02111	0	0	0	0.001743	0.0003167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
