Species	Simul_RM_1KGenome_010_15M	Simul_RM_1KGenome_010_30M	Simul_RM_1KGenome_010_45M	Simul_RM_1KGenome_020_15M	Simul_RM_1KGenome_020_30M	Simul_RM_1KGenome_020_45M	Simul_RM_1KGenome_050_15M	Simul_RM_1KGenome_050_30M	Simul_RM_1KGenome_050_45M	Simul_RM_1KGenome_100_15M	Simul_RM_1KGenome_100_30M	Simul_RM_1KGenome_100_45M	Simul_RM_1KGenome_150_15M	Simul_RM_1KGenome_150_30M	Simul_RM_1KGenome_150_45M	Simul_RM_1KGenome_200_15M	Simul_RM_1KGenome_200_30M	Simul_RM_1KGenome_200_45M	Simul_RM_1KGenome_250_15M	Simul_RM_1KGenome_250_30M	Simul_RM_1KGenome_250_45M	Simul_RM_1KGenome_300_15M	Simul_RM_1KGenome_300_30M	Simul_RM_1KGenome_300_45M	Simul_RM_1KGenome_500_15M	Simul_RM_1KGenome_500_30M	Simul_RM_1KGenome_500_45M	Simul_RM_5KGenome_010_15M	Simul_RM_5KGenome_010_30M	Simul_RM_5KGenome_010_45M	Simul_RM_5KGenome_020_15M	Simul_RM_5KGenome_020_30M	Simul_RM_5KGenome_020_45M	Simul_RM_5KGenome_050_15M	Simul_RM_5KGenome_050_30M	Simul_RM_5KGenome_050_45M	Simul_RM_5KGenome_100_15M	Simul_RM_5KGenome_100_30M	Simul_RM_5KGenome_100_45M	Simul_RM_5KGenome_150_15M	Simul_RM_5KGenome_150_30M	Simul_RM_5KGenome_150_45M	Simul_RM_5KGenome_200_15M	Simul_RM_5KGenome_200_30M	Simul_RM_5KGenome_200_45M	Simul_RM_5KGenome_250_15M	Simul_RM_5KGenome_250_30M	Simul_RM_5KGenome_250_45M	Simul_RM_5KGenome_300_15M	Simul_RM_5KGenome_300_30M	Simul_RM_5KGenome_300_45M	Simul_RM_5KGenome_500_15M	Simul_RM_5KGenome_500_30M	Simul_RM_5KGenome_500_45M	Simul_RM_10KGenome_010_15M	Simul_RM_10KGenome_010_30M	Simul_RM_10KGenome_010_45M	Simul_RM_10KGenome_020_15M	Simul_RM_10KGenome_020_30M	Simul_RM_10KGenome_020_45M	Simul_RM_10KGenome_050_15M	Simul_RM_10KGenome_050_30M	Simul_RM_10KGenome_050_45M	Simul_RM_10KGenome_100_15M	Simul_RM_10KGenome_100_30M	Simul_RM_10KGenome_100_45M	Simul_RM_10KGenome_150_15M	Simul_RM_10KGenome_150_30M	Simul_RM_10KGenome_150_45M	Simul_RM_10KGenome_200_15M	Simul_RM_10KGenome_200_30M	Simul_RM_10KGenome_200_45M	Simul_RM_10KGenome_250_15M	Simul_RM_10KGenome_250_30M	Simul_RM_10KGenome_250_45M	Simul_RM_10KGenome_300_15M	Simul_RM_10KGenome_300_30M	Simul_RM_10KGenome_300_45M	Simul_RM_10KGenome_500_15M	Simul_RM_10KGenome_500_30M	Simul_RM_10KGenome_500_45M
Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013227439	0	0	0.003136124	0.016312323	0	0.003146661	0.003282358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001548356	0	0	0.002449076	0	0	0	0	0
Bifidobacterium_globosum	0	0	0	0	0	0	0.005661651	0	0	0	0	0.001024828	0	0	0	0.002751487	0.002679831	0.00209273	0	0	0	0	0.001339866	0.0004861	0.000749767	0.000684989	0.002316447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003841872	0	0	0	0.00145254	0	0	0	0
Bifidobacterium_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002172075	0	0	0	0	0	0	0	0.006966253	0	0.00041095
Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011996692	0.001697052	0	0	0	0	0	0.013040743	0	0	0	0.011044982	0	0	0	0	0	0	0	0	0.013410374	0	0.009475776	0	0.005054291	0	0	0.004124699	0	0	0.00139017	0	0	0	0.01021849	0	0.002828686	0.007188729	0	0	0.00031683	0	0	0	0	0	0	0.010193188	0	0	0	0	0	0	0	0	0	0	0	0	0.001498815	0	0	0	0	0.001721265	0	0.000699589
Bifidobacterium_tsurumiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00298733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_vaginale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002956337	0	0	0	0	0	0	0
Bifidobacterium_vaginale_G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002105632	0	0	0	0	0	0	0	0	0	0	0	0.000638614	0.000500796	0.001437867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003498404	0	0	0	0	0	0
Brevibacterium_sp001815905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000353304	0
Dermacoccus_nishinomiyaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007728976	0
Janibacter_terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001512401
Serinicoccus_marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006471097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clavibacter_michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000494272	0	0	0	0	0	0	0
Cryobacterium_levicorallinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003876304	0	0	0	0	0
Cryobacterium_zongtaii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000279551
Curtobacterium_citreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001555038
Curtobacterium_flaccumfaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01584806	0.003546656	0	0	0	0	0	0	0	0
Frigoribacterium_endophyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003766844	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium_ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005495855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000996746
Microbacterium_sp000383475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009591409	0	0
Microbacterium_testaceum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plantibacter_cousiniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005004067	0	0	0	0	0	0	0	0.002079536
Pseudoclavibacter_A_sp008831235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003374936	0	0.006196293	0	0	0	0	0	0
Tropheryma_whipplei	0	0	0	0	0	0	0	0	0.01531589	0	0	0	0	0	0.001774111	0	0	0	0	0	0.004891446	0.001027141	0	0	0.010497125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003171966	0.000250682	0
Arthrobacter_D_agilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005120768	0	0	0	0	0	0
Glutamicibacter_soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001100985	0	0	0	0.00070621	0	0	0	0	0.000630923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000525587	0	0	0	0	0	0
Micrococcus_luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006173132	0	0	0	0.001161803	0	0	0	0	0	0	0	0	0.001782401	0	0.002644331	0	0.001054028
Paenarthrobacter_ureafaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003674572	0	0	0.00346222	0	0.001825259	0	0	0.002452059	0.009066445	0.003446755	0.000116429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004417982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009986967	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0.01672665	0.034454109	0	0	0	0.006251802	0	0	0	0	0	0	0	0.000275025	0.000654544	0	0.000835623	0.001812783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001169288	0	0	0	0	0	0	0	0	0	0
Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007628439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001943286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000961658	0	0	0	0
Actinoplanes_teichomyceticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063463	0	0
Micromonospora_maris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007666182	0	0	0	0	0	0
Micromonospora_oceanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000565439	0	0	0	0	0	0
Micromonospora_purpureochromogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000382106	0	0	0	0	0	0	0	0.001856192	0.000393086	0
Micromonospora_tropica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001414313	0	0	0.001499464	0	0.001641082
Corynebacterium_ammoniagenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001777387	0	0	0	0	0.000675331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007099724	0	0	0	0	0	0	0	0	0
Corynebacterium_aurimucosum_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004600771	0	0
Corynebacterium_bovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007885153	0
Corynebacterium_diphtheriae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02599731	0	0	0	0	0	0.002309678	0.007372282	0	0.001318422	0.002880913	0.00169126	0	0	0	0	0	0	0	0.008307719	0	0	0.01379623	0	0	0	0	0	0	0	0.000468582	0	0	0.003520287	0	0	0.004492171	0.002001506	0.000432588	0	0	0	0	0	0	0	0	0	0	0.003722389	0	0	0	0	0	0	0	0	0	0	0	0	0.001158737	0	0	0
Corynebacterium_glutamicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000517393	0	0	0	0	0	0	0	0	0	0	0	0	0.000807764	0	0	0	0	0	0.006488189	0	0	0	0	0.002633595	0	0	0	0
Corynebacterium_humireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001261467	0
Corynebacterium_propinquum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000305839
Corynebacterium_sp014490555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000428719
Dietzia_cercidiphylli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001400553	0	0	0	0	0	0	0	0	0	0	0
Gordonia_terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000743729	0.003327738	0	0.00087504	0	0	0	0	0.000683887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326894
Mycobacterium_abscessus	0	0	0	0	0	0	0.02525888	0	0	0	0	0	0.005649283	0	0.010765781	0	0	0.000230916	0	0	0	0	0.001865932	0	0.001477831	0.001634737	0.001711804	0	0	0.190890044	0	0	0	0	0	0	0	0	0	0.006909815	0.028316005	0	0.020715891	0	0	0.016862923	0.006414055	0.001221249	0.001327678	0.003384781	0.003440515	0	0.00983089	0.020041299	0	0	0	0	0	0.02324159	0.033169394	0	0.002947265	0.001077472	0.006219534	0.040060437	0	0	0.014923822	0	0.011471809	0.030541781	0.015944996	0.002726664	0.002944305	0.011452108	0.022026247	0.010332123	0.003215285	0.003790119	0.002124404
Mycobacterium_avium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008548944	0.002448579	0	0	0	0.000854598	0	0	0.003304685	0	0.000849468	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005749081	0	0	0	0	0	0.001073234	0	0.006572825	0	0	0	0.002065461	0	0	0	0	0	0	0	0	0.001667292	0	0	0	0	0	0	0	0.01002967	0	0.006504183	0.005302776	0	0	0.001094411	0	0	0.000539059	0	0.002526316	0
Mycobacterium_immunogenum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014363906	0	0	0	0
Mycobacterium_intracellulare	0	0	0	0	0	0	0	0	0.008616077	0	0.015109791	0	0	0	0	0	0	0	0.001752165	0	0	0.001490628	0	0	0.000762814	0.000977252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000486487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046006185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000724095	0.00057201	0	0	0
Mycobacterium_kansasii	0	0	0	0	0	0	0	0	0	0	0	0	0.010171447	0.005017556	0.01199105	0	0	0	0	0.002836853	0	0	0.000880764	0	0	0	0.000507145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003813958	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_kumamotonense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003056457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_marinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000696412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474321	0	0	0	0	0	0	0.002188183	0	0
Mycobacterium_novocastrense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005153093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00348987
Mycobacterium_sinense_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008993026	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_sp000455125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000932204	0
Mycobacterium_sp903877095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002305223	0	0	0
Mycobacterium_tuberculosis	0	0	0	0	0	0	0	0	0	0	0	0	0.003832881	0	0	0.008706342	0	0	0	0	0.021191435	0.001011114	0	0	0.001024923	0.00106185	0.001550552	0	0	0	0	0.072845411	0.015102762	0.098152705	0	0.111232779	0.021671783	0.01554372	0.04118088	0.024653731	0.049933959	0.018638835	0.019999988	0.008002673	0.013476355	0.006874552	0.005383641	0.004213839	0.023491401	0.01112881	0.023579669	0.027436135	0.019717804	0.019898789	0	0.056535293	0.087842588	0.006395884	0.124342764	0.036309688	0.062239286	0	0	0.015011322	0.041099421	0.020437903	0.017521041	0.017445252	0.043960582	0.034894727	0.025052371	0.049743	0.014097834	0.024001429	0.043681245	0.012000805	0.032206665	0.020332109	0.026624985	0.028865066	0.02707588
Nocardia_farcinica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001478762	0.001295405
Nocardia_gamkensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000419397	0	0.042858087	0	0	0	0	0	0	0	0.022255831	0	0	0
Nocardia_seriolae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000561249	0	0
Rhodococcus_globerula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001344026	0	0	0	0	0
Rhodococcus_hoagii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002270361	0	0	0	0	0	0	0
Rhodococcus_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000836574	0	0	0	0.001391404	0	0
Rhodococcus_opacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002807464	0	0	0	0	0	0	0.006692454	0	0	0	0	0	0	0	0	0	0.00096283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170341	0	0	0	0	0	0
Rhodococcus_qingshengii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011129368	0	0	0	0	0	0	0	0	0	0	0	0	0.004759649	0	0	0	0	0	0
